,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.06397165856412146,94.64355931908297,0.5271924808822475,7.646383669987884e-81,0.48920358918815043,3.289627055861014e-68,raw,,,richness,3,False,mlp1,bce,msle
1,LNC_cm,-0.10384560392770181,3.289388460252607,0.41154596062043874,7.449226946023599e-47,0.410526949605067,1.3092276889979592e-46,raw,,LNC,cm,3,False,mlp1,bce,msle
2,SLA_cm,0.6067201583874142,3.8837361100483663,0.8061978314118171,3.538250441925541e-256,0.8067637034068585,8.25867124983964e-257,raw,,SLA,cm,3,False,mlp1,bce,msle
3,PLH_cm,0.6923982765624417,28.764923435135156,0.8480300495110036,1.761233947724575e-309,0.841284481393386,7.423958777656384e-300,raw,,PLH,cm,3,False,mlp1,bce,msle
4,LNC_cstd,-0.3906179611289138,2.211691764766,0.29658067852561587,4.2659901494676096e-24,0.29903606264443794,1.73102759315748e-24,raw,,LNC,cstd,3,False,mlp1,bce,msle
5,SLA_cstd,-0.10427446407737229,1.6011726702174143,0.41556596955890557,7.900597219699927e-48,0.4043526382732143,3.8273409679869256e-45,raw,,SLA,cstd,3,False,mlp1,bce,msle
6,PLH_cstd,0.3388116725160375,18.31842905760721,0.660644450807903,6.71181654447653e-141,0.6880325207920462,2.5725467343948376e-157,raw,,PLH,cstd,3,False,mlp1,bce,msle
7,average,0.15759481955657528,21.81612868815853,,,,,raw,,,,3,False,mlp1,bce,msle
8,weighted,0.35895866986930824,,,,,,raw,,,,3,False,mlp1,bce,msle
9,richness,-151.25745368493898,15395.033154121864,0.40939107876579206,2.4491028971402284e-46,0.3739979852174598,2.2599942934923432e-38,opth,0.13632723426887644,,richness,3,False,mlp1,bce,msle
10,LNC_cm,-0.013066040877786067,3.0188712374991202,0.4291789373585797,3.1462208545247255e-51,0.41241398037688676,4.600724996142176e-47,opth,0.13632723426887644,LNC,cm,3,False,mlp1,bce,msle
11,SLA_cm,0.5946472017875573,4.002959554885134,0.8016869867462963,3.2523578615633647e-251,0.8037904271953298,1.636200944375026e-253,opth,0.13632723426887644,SLA,cm,3,False,mlp1,bce,msle
12,PLH_cm,0.6266194471640816,34.91613406604938,0.845047573285683,3.614745729373458e-305,0.835492811383619,6.046648370267074e-292,opth,0.13632723426887644,PLH,cm,3,False,mlp1,bce,msle
13,LNC_cstd,-0.3890331919529926,2.2091712875152996,0.2763519508284199,5.183821624127603e-21,0.2725342708727025,1.856715180721154e-20,opth,0.13632723426887644,LNC,cstd,3,False,mlp1,bce,msle
14,SLA_cstd,-0.27532398226169374,1.8491905522567498,0.4005385549230215,2.972456821610961e-44,0.37732767932727784,4.422884885745538e-39,opth,0.13632723426887644,SLA,cstd,3,False,mlp1,bce,msle
15,PLH_cstd,0.1825141255090853,22.648701398651117,0.651363536518283,1.0094449296542828e-135,0.6805829078462937,1.1317421556072042e-152,opth,0.13632723426887644,PLH,cstd,3,False,mlp1,bce,msle
16,average,-21.50444230365296,2209.0968831741034,,,,,opth,0.13632723426887644,,,3,False,mlp1,bce,msle
17,weighted,-63.91171850971624,,,,,,opth,0.13632723426887644,,,3,False,mlp1,bce,msle
