,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.7518840867678963,24.231407891258996,0.875156134063557,0.0,0.8595064514080639,0.0,,,,richness,1,interpolation,False,mlp1,bce,msle
1,LNC_cwm,0.20190664739118014,2.566773592828613,0.528779924377976,2.088935490338887e-81,0.5113333781040051,2.2507978753038324e-75,,,LNC,cwm,1,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.7430059129972879,2.650551157708244,0.8625159865803806,0.0,0.8655332848971474,0.0,,,SLA,cwm,1,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.9220049947229922,7.525211952173358,0.960237351078161,0.0,0.9580645288983197,0.0,,,PLH,cwm,1,interpolation,False,mlp1,bce,msle
4,LNC_fdis,0.4879362259461133,0.8546261840963555,0.7240323503805068,6.793392860069332e-182,0.6847100948714477,3.151261220692767e-155,,,LNC,fdis,1,interpolation,False,mlp1,bce,msle
5,SLA_fdis,0.562687266195071,0.598877564043844,0.7756647621092398,6.7988903710048e-225,0.722595428904639,7.71835345454033e-181,,,SLA,fdis,1,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.8610954590889734,4.02321418830186,0.9305544110091171,0.0,0.9267501751497487,0.0,,,PLH,fdis,1,interpolation,False,mlp1,bce,msle
7,average,0.6472172275870735,6.0643803614873235,,,,,,,,,1,interpolation,False,mlp1,bce,msle
8,weighted,0.8228838760658337,,,,,,,,,,1,interpolation,False,mlp1,bce,msle
9,richness,-157.70228855129284,15499.126344086022,0.7013604063821042,5.52971735728887e-166,0.6760982601991493,6.066446166086442e-150,0.14290747482739224,opth,,richness,1,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.23411738713486063,2.4631796010865488,0.5391205677998785,3.756403386769516e-85,0.5238573799446935,1.1420700071234821e-79,0.14290747482739224,opth,LNC,cwm,1,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.7161459402856825,2.9275759429750208,0.8593304476464059,0.0,0.8693333168835579,0.0,0.14290747482739224,opth,SLA,cwm,1,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.8806029958554464,11.519811550126958,0.9539367222952235,0.0,0.9539234115628228,0.0,0.14290747482739224,opth,PLH,cwm,1,interpolation,False,mlp1,bce,msle
13,LNC_fdis,0.3076625417799824,1.155500056841118,0.6764071538889231,3.949208317959931e-150,0.636685045477766,6.764860183579969e-128,0.14290747482739224,opth,LNC,fdis,1,interpolation,False,mlp1,bce,msle
14,SLA_fdis,0.3071594137927276,0.9488099715925616,0.7154801368076038,1.0398649045326793e-175,0.6835600077734687,1.6398411848794037e-154,0.14290747482739224,opth,SLA,fdis,1,interpolation,False,mlp1,bce,msle
15,PLH_fdis,0.7626834080882723,6.87360883551153,0.9058476995337192,0.0,0.9117513770899006,0.0,0.14290747482739224,opth,PLH,fdis,1,interpolation,False,mlp1,bce,msle
16,average,-22.070559552050838,2217.859261434879,,,,,0.14290747482739224,opth,,,1,interpolation,False,mlp1,bce,msle
17,weighted,-63.774735818268795,,,,,,0.14290747482739224,opth,,,1,interpolation,False,mlp1,bce,msle
18,richness,-157.67212075510912,15496.180107526881,0.7013082648683636,5.991741396008808e-166,0.6760264013373048,6.703013087483239e-150,0.14291277740001238,opth_norm,,richness,1,interpolation,False,mlp1,bce,msle
19,LNC_cwm,0.23425584381139897,2.4627343061346147,0.5392047639575133,3.4973682443302446e-85,0.5239625451214274,1.0492167584393719e-79,0.14291277740001238,opth_norm,LNC,cwm,1,interpolation,False,mlp1,bce,msle
20,SLA_cwm,0.7161818402447749,2.927205682790273,0.8593376031348556,0.0,0.8693274115407382,0.0,0.14291277740001238,opth_norm,SLA,cwm,1,interpolation,False,mlp1,bce,msle
21,PLH_cwm,0.8806207332233154,11.518100191146793,0.9539434323581879,0.0,0.953918904853829,0.0,0.14291277740001238,opth_norm,PLH,cwm,1,interpolation,False,mlp1,bce,msle
22,LNC_fdis,0.3078377563489362,1.1552076265501054,0.6764498262670743,3.7216741252159207e-150,0.6367474832544789,6.27868529267833e-128,0.14291277740001238,opth_norm,LNC,fdis,1,interpolation,False,mlp1,bce,msle
23,SLA_fdis,0.3070811919923019,0.9489170923728921,0.7154327033772696,1.1236781967305291e-175,0.6835251368967896,1.7237286811020122e-154,0.14291277740001238,opth_norm,SLA,fdis,1,interpolation,False,mlp1,bce,msle
24,PLH_fdis,0.7626418472164402,6.874812599536351,0.9058492554864196,0.0,0.911735094229436,0.0,0.14291277740001238,opth_norm,PLH,fdis,1,interpolation,False,mlp1,bce,msle
25,average,-22.06621450603885,2217.4381550036305,,,,,0.14291277740001238,opth_norm,,,1,interpolation,False,mlp1,bce,msle
26,weighted,-63.762436995566055,,,,,,0.14291277740001238,opth_norm,,,1,interpolation,False,mlp1,bce,msle
