,cwm_loss,fdis_loss,loss,richness_loss,species_auc,species_aupr,species_loss,species_precision,species_recall,val_cwm_loss,val_fdis_loss,val_loss,val_richness_loss,val_species_auc,val_species_aupr,val_species_loss,val_species_precision,val_species_recall
24,0.024698888882994652,0.020161030814051628,0.8257557153701782,0.01649489440023899,0.8970568180084229,0.258025199174881,0.7623271346092224,0.6547351479530334,0.26089927554130554,0.08019440621137619,0.12939317524433136,1.3543460369110107,0.29694849252700806,0.8572219014167786,0.2011445015668869,0.8490529656410217,0.5831069946289062,0.21798430383205414
25,0.023616012185811996,0.019525155425071716,0.8186766505241394,0.01614408940076828,0.9003479480743408,0.26403459906578064,0.757300615310669,0.6571476459503174,0.26454079151153564,0.08053284883499146,0.12927965819835663,1.353191614151001,0.2972610890865326,0.8594417572021484,0.20428980886936188,0.8472535014152527,0.5847107172012329,0.22028563916683197
26,0.02258874475955963,0.018928460776805878,0.8120920062065125,0.01599818468093872,0.9037072062492371,0.26968634128570557,0.7524722218513489,0.6599895358085632,0.26801419258117676,0.08087941259145737,0.129186749458313,1.3524268865585327,0.29772958159446716,0.8610206842422485,0.2068158984184265,0.8456264734268188,0.5833185315132141,0.22201164066791534
27,0.02163074165582657,0.01837669499218464,0.8061240911483765,0.016158996149897575,0.906469464302063,0.27496081590652466,0.7478413581848145,0.6623426079750061,0.27174535393714905,0.08128397911787033,0.12904012203216553,1.3522677421569824,0.2985435128211975,0.8632645010948181,0.208535298705101,0.8442108631134033,0.5825841426849365,0.2237038016319275
28,0.020730018615722656,0.017859194427728653,0.8008988499641418,0.016784396022558212,0.9095744490623474,0.2800489664077759,0.7434059977531433,0.6637744903564453,0.2751515507698059,0.08177900314331055,0.1288967877626419,1.3536776304244995,0.30055302381515503,0.8652257919311523,0.21047940850257874,0.8430294990539551,0.5826026201248169,0.2248544692993164
29,0.019880400970578194,0.017390891909599304,0.7967065572738647,0.01815786026418209,0.9118502736091614,0.2851344048976898,0.7391848564147949,0.664893627166748,0.2787145972251892,0.08228063583374023,0.1286100149154663,1.3565893173217773,0.30388402938842773,0.8669536709785461,0.21226143836975098,0.8420569896697998,0.58165043592453,0.22614051401615143
30,0.01911015808582306,0.016958167776465416,0.7942856550216675,0.020976673811674118,0.9141993522644043,0.2895568609237671,0.7352196574211121,0.6666842699050903,0.2827818691730499,0.08278951048851013,0.12820401787757874,1.3647764921188354,0.3120541572570801,0.8682332634925842,0.21366116404533386,0.841469943523407,0.580508828163147,0.22779883444309235
31,0.018442193046212196,0.016586875542998314,0.7955014705657959,0.02686516009271145,0.9161404967308044,0.29377174377441406,0.7316650748252869,0.6661641597747803,0.2871740758419037,0.0832912027835846,0.12767452001571655,1.3857446908950806,0.33210739493370056,0.869335412979126,0.21569418907165527,0.8416069149971008,0.5761656165122986,0.23169080913066864
32,0.017937524244189262,0.016342155635356903,0.8066196441650391,0.04107047989964485,0.9180185198783875,0.2973080575466156,0.7289459109306335,0.6633906364440918,0.29344865679740906,0.08383134007453918,0.12721262872219086,1.4196999073028564,0.36335986852645874,0.8702999353408813,0.21848532557487488,0.8432223796844482,0.5680146813392639,0.24052388966083527
33,0.017739688977599144,0.01654072105884552,0.8380165696144104,0.07354213297367096,0.9200502038002014,0.3005223572254181,0.728067934513092,0.6567890644073486,0.3024795651435852,0.0845908597111702,0.12892812490463257,1.3689823150634766,0.3109697997570038,0.8703884482383728,0.21937386691570282,0.8446967601776123,0.5689119696617126,0.2481047809123993
34,0.017282314598560333,0.016869504004716873,0.8247260451316833,0.06194531172513962,0.9223150014877319,0.30483099818229675,0.7256590723991394,0.6551311612129211,0.3067149221897125,0.0865575298666954,0.12999773025512695,1.3767242431640625,0.31992900371551514,0.8705843687057495,0.22113607823848724,0.8407808542251587,0.5788447260856628,0.24113307893276215
35,0.01632761023938656,0.015753965824842453,0.7941148281097412,0.040233220905065536,0.9239811301231384,0.31126219034194946,0.7193795442581177,0.6680688858032227,0.30250197649002075,0.0860743373632431,0.1305568665266037,1.3546587228775024,0.2989894449710846,0.8737252950668335,0.22239403426647186,0.8389237523078918,0.5637511610984802,0.26590633392333984
36,0.01573202572762966,0.015091693960130215,0.7795466780662537,0.030879709869623184,0.9253146648406982,0.31525006890296936,0.7154523134231567,0.6719644069671631,0.30271488428115845,0.08594517409801483,0.13149334490299225,1.366279125213623,0.3096577227115631,0.8750432133674622,0.22424140572547913,0.8385942578315735,0.5575075745582581,0.27494245767593384
37,0.015207184478640556,0.014743166044354439,0.769898533821106,0.025345563888549805,0.9266872406005859,0.31989043951034546,0.7121369242668152,0.6746037602424622,0.3066476881504059,0.08708301186561584,0.13291585445404053,1.3535245656967163,0.2952098250389099,0.8741654753684998,0.22527073323726654,0.8376109600067139,0.5668570399284363,0.26198050379753113
