,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.054137090359337336,91.21208321239534,0.516599700603651,3.700522165926103e-77,0.5028865468644187,1.4105943102677228e-72,,,,richness,2,interpolation,False,mlp1,bce,msle
1,LNC_cwm,0.04441305038501531,2.9479806087309406,0.448960294322754,1.87067196043071e-56,0.43547538496155663,7.443679483223535e-53,,,LNC,cwm,2,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.6465065387311955,3.633615915189884,0.8241295009546787,2.7715723506996027e-277,0.8257750821940207,2.431693601155144e-279,,,SLA,cwm,2,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.7142349139308881,26.84582995772773,0.8577673410451454,0.0,0.8481428203732175,1.204891301733603e-309,,,PLH,cwm,2,interpolation,False,mlp1,bce,msle
4,LNC_fdis,-0.22274554636056565,2.034409585681347,0.3331421726263255,2.4855429874907063e-30,0.32738806747329136,2.721782880340535e-29,,,LNC,fdis,2,interpolation,False,mlp1,bce,msle
5,SLA_fdis,-0.1660082319159275,1.698757238298021,0.385224168882738,8.558633144059516e-41,0.3784161227085366,2.5842817490330655e-39,,,SLA,fdis,2,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.38627263610545415,18.113825296259662,0.6713805019131375,4.000384018473793e-147,0.6884873131466454,1.3253646043941074e-157,,,PLH,fdis,2,interpolation,False,mlp1,bce,msle
7,average,0.20811577874791393,20.92664311632613,,,,,,,,,2,interpolation,False,mlp1,bce,msle
8,weighted,0.38028098595363224,,,,,,,,,,2,interpolation,False,mlp1,bce,msle
9,richness,-225.80438878597803,21871.352150537634,0.35130609845147226,9.247007936783062e-34,0.3364861137743591,6.040803943900676e-31,0.1195024077046549,opth,,richness,2,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.08128360668678758,2.8342351405089845,0.44385149635737875,4.5175046242301194e-55,0.4199431502824518,6.628806662447601e-49,0.1195024077046549,opth,LNC,cwm,2,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.6158200639371303,3.9490471053243987,0.8134068852630788,2.1807734217273095e-264,0.8184508856665393,2.3918087852808517e-270,0.1195024077046549,opth,SLA,cwm,2,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.5701233991117192,40.384199095132814,0.8525062555177918,3.94998765e-316,0.8423365430325427,2.508773587053497e-301,0.1195024077046549,opth,PLH,cwm,2,interpolation,False,mlp1,bce,msle
