,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.03882589047687146,94.963287649088,0.5126397042796512,9.530287413381965e-76,0.5021856695974458,2.762356260647573e-72,,,,richness,4,interpolation,False,mlp1,bce,msle
1,LNC_cwm,-0.061971701065555385,3.503789940347684,0.3905011719598028,6.267587418666507e-42,0.3798168150893188,1.3955341331829953e-39,,,LNC,cwm,4,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.6248146367859247,3.73671887702231,0.8058514089826221,1.4533696798049867e-255,0.8127600400319509,2.1115802052901864e-263,,,SLA,cwm,4,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.7018465207645858,26.449464668606897,0.8517594204908101,1.0049242065e-314,0.840937760532928,4.1688803926095563e-299,,,PLH,cwm,4,interpolation,False,mlp1,bce,msle
4,LNC_fdis,-0.2935292484069194,2.011209452897337,0.3022948852311193,5.414206906123711e-25,0.26532733883360815,2.0275252045330963e-19,,,LNC,fdis,4,interpolation,False,mlp1,bce,msle
5,SLA_fdis,-0.21545886287738458,1.6593926151970124,0.36971722266293294,1.9269770059641824e-37,0.353094846755666,4.4154612932334965e-34,,,SLA,fdis,4,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.3648238820173496,18.676511024586734,0.654197262355349,3.6662161283166556e-137,0.6672569170659861,1.4187413664304316e-144,,,PLH,fdis,4,interpolation,False,mlp1,bce,msle
7,average,0.16562158824212458,21.57148203253514,,,,,,,,,4,interpolation,False,mlp1,bce,msle
8,weighted,0.35218796697588156,,,,,,,,,,4,interpolation,False,mlp1,bce,msle
9,richness,-172.52452569576323,17144.094170403587,0.3792996723326551,1.8037355692851935e-39,0.3586786923043512,3.454455608936816e-35,0.1307289252415962,opth,,richness,4,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.016091675658066906,3.24623347834464,0.40325978446931354,7.549030618482598e-45,0.38948933915376227,1.0548047239292419e-41,0.1307289252415962,opth,LNC,cwm,4,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.6222377012108063,3.7623842807201644,0.8010377417055984,2.748312201496515e-250,0.8120225159532455,1.5023096629895276e-262,0.1307289252415962,opth,SLA,cwm,4,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.6075499773909464,34.81459627374091,0.8490465335548049,1.07687683773285e-310,0.8365799615765676,3.817697080959213e-293,0.1307289252415962,opth,PLH,cwm,4,interpolation,False,mlp1,bce,msle
13,LNC_fdis,-0.3592670803652602,2.1134201676611677,0.28932926291153893,6.081330731125433e-23,0.2572077134599317,2.6344649275816274e-18,0.1307289252415962,opth,LNC,fdis,4,interpolation,False,mlp1,bce,msle
14,SLA_fdis,-0.4016116702143169,1.9135358060754188,0.34112704739548105,8.768306174386402e-32,0.34263928552688167,4.5503044876087526e-32,0.1307289252415962,opth,SLA,fdis,4,interpolation,False,mlp1,bce,msle
15,PLH_fdis,0.23040421354964769,22.628943033573105,0.6422242714815777,1.1040138923129428e-130,0.6562108327489241,2.789225818809406e-138,0.1307289252415962,opth,PLH,fdis,4,interpolation,False,mlp1,bce,msle
16,average,-24.544160125504764,2458.9390404919573,,,,,0.1307289252415962,opth,,,4,interpolation,False,mlp1,bce,msle
17,weighted,-72.8442679321215,,,,,,0.1307289252415962,opth,,,4,interpolation,False,mlp1,bce,msle
18,richness,-172.5011962415672,17141.789237668163,0.3793307569230124,1.7761536489192304e-39,0.35873199548513535,3.370614438791251e-35,0.1307365962715425,opth_norm,,richness,4,interpolation,False,mlp1,bce,msle
19,LNC_cwm,0.016054895329526753,3.246354828607562,0.40324844014527794,7.595282373586992e-45,0.3895060857185101,1.0457716033560317e-41,0.1307365962715425,opth_norm,LNC,cwm,4,interpolation,False,mlp1,bce,msle
20,SLA_cwm,0.6222896924340677,3.761866465782668,0.801056378582152,2.6237177576420466e-250,0.8120492481279371,1.3993886789961298e-262,0.1307365962715425,opth_norm,SLA,cwm,4,interpolation,False,mlp1,bce,msle
21,PLH_cwm,0.6074823841070548,34.82059253505807,0.849026072268966,1.15414253074426e-310,0.8365441397699371,4.2665585916958904e-293,0.1307365962715425,opth_norm,PLH,cwm,4,interpolation,False,mlp1,bce,msle
22,LNC_fdis,-0.3592148727466087,2.1133389940377043,0.28929796230660676,6.149244340375641e-23,0.2571993077145866,2.6413461637232605e-18,0.1307365962715425,opth_norm,LNC,fdis,4,interpolation,False,mlp1,bce,msle
23,SLA_fdis,-0.40163370672403476,1.913565891191918,0.34117284504052187,8.59629804619916e-32,0.3427019044341462,4.428027796318716e-32,0.1307365962715425,opth_norm,SLA,fdis,4,interpolation,False,mlp1,bce,msle
24,PLH_fdis,0.23036750798598948,22.630022311973093,0.6422159148860285,1.1153092773529639e-130,0.656189112856987,2.8681188022646573e-138,0.1307365962715425,opth_norm,PLH,fdis,4,interpolation,False,mlp1,bce,msle
25,average,-24.540835763025886,2458.610711242116,,,,,0.1307365962715425,opth_norm,,,4,interpolation,False,mlp1,bce,msle
26,weighted,-72.83440789383019,,,,,,0.1307365962715425,opth_norm,,,4,interpolation,False,mlp1,bce,msle
27,richness,0.2503801564093934,74.06188340807175,0.5078123255128875,3.9155936017335904e-74,0.5005245034485711,9.559559361225634e-72,0.25322898772030283,prr,,richness,4,interpolation,False,mlp1,bce,msle
28,LNC_cwm,-0.5227692774302743,5.024110972427268,0.34082293821074555,1.0000315585826191e-31,0.32631894872450073,4.4686567095276895e-29,0.25322898772030283,prr,LNC,cwm,4,interpolation,False,mlp1,bce,msle
29,SLA_cwm,0.5033036013809522,4.9469275479432255,0.780874622551176,1.1447118973732132e-229,0.7878090877149508,1.667646382485366e-236,0.25322898772030283,prr,SLA,cwm,4,interpolation,False,mlp1,bce,msle
30,PLH_cwm,0.6617662576014134,30.005021045682625,0.8402742318672385,3.4620038235104447e-298,0.8267283598169609,2.7193373056538824e-280,0.25322898772030283,prr,PLH,cwm,4,interpolation,False,mlp1,bce,msle
31,LNC_fdis,-0.938548034800013,3.0140997099888125,0.26680682981447984,1.2584541541266443e-19,0.24032783567069,4.103911868477243e-16,0.25322898772030283,prr,LNC,fdis,4,interpolation,False,mlp1,bce,msle
32,SLA_fdis,-0.7323218720044455,2.365034481498886,0.3473256998622278,5.82332669295456e-33,0.32417813695444186,1.0699765382400792e-28,0.25322898772030283,prr,SLA,fdis,4,interpolation,False,mlp1,bce,msle
33,PLH_fdis,0.13872901566704732,25.32453059655248,0.6040406253546705,7.79432549450968e-112,0.6452518096532113,2.705355161780672e-132,0.25322898772030283,prr,PLH,fdis,4,interpolation,False,mlp1,bce,msle
34,average,-0.09135145045370381,20.67737253745215,,,,,0.25322898772030283,prr,,,4,interpolation,False,mlp1,bce,msle
35,weighted,0.3790389218097812,,,,,,0.25322898772030283,prr,,,4,interpolation,False,mlp1,bce,msle
36,richness,0.25028030271439383,74.07174887892377,0.5076954227160602,4.28110028508888e-74,0.5005138770738345,9.635566948766302e-72,0.24250898921294448,norm_prr,,richness,4,interpolation,False,mlp1,bce,msle
37,LNC_cwm,-0.6778239528537142,5.535686762448234,0.347074756530924,6.506809832901101e-33,0.3312495929143392,5.82356395614694e-30,0.24250898921294448,norm_prr,LNC,cwm,4,interpolation,False,mlp1,bce,msle
38,SLA_cwm,0.4667111881615845,5.311375563881923,0.7807661376063049,1.4576639176751272e-229,0.7870784051224387,9.005839019907748e-236,0.24250898921294448,norm_prr,SLA,cwm,4,interpolation,False,mlp1,bce,msle
39,PLH_cwm,0.6231516578244536,33.430557098832836,0.8384028882362762,1.2868234323228803e-295,0.8237460281338133,1.4641579784487778e-276,0.24250898921294448,norm_prr,PLH,cwm,4,interpolation,False,mlp1,bce,msle
40,LNC_fdis,-1.2535595593891338,3.5038869775017085,0.2627526671699698,4.616656785052103e-19,0.2352537385483189,1.7392879093200791e-15,0.24250898921294448,norm_prr,LNC,fdis,4,interpolation,False,mlp1,bce,msle
41,SLA_fdis,-0.9992702008413843,2.729482920718409,0.35534735347548563,1.5894388067602294e-34,0.3391746828852479,2.034123661888366e-31,0.24250898921294448,norm_prr,SLA,fdis,4,interpolation,False,mlp1,bce,msle
42,PLH_fdis,0.1686160508797594,24.445741978971505,0.6212876584414537,5.023785079915971e-120,0.6552374528711238,9.713245482971327e-138,0.24250898921294448,norm_prr,PLH,fdis,4,interpolation,False,mlp1,bce,msle
43,average,-0.2031277876434344,21.28978288303977,,,,,0.24250898921294448,norm_prr,,,4,interpolation,False,mlp1,bce,msle
44,weighted,0.3606476591964035,,,,,,0.24250898921294448,norm_prr,,,4,interpolation,False,mlp1,bce,msle
