,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.3266390862590205,131.07095572668163,0.42142983048504445,3.1254950991574584e-49,0.4320604816946978,6.353002874246412e-52,raw,,,richness,4,False,mlp1,bce,msle
1,LNC_cm,-0.07880459921426697,3.559327144532292,0.38574825529291973,7.115362824149607e-41,0.3622050948451801,6.730563329413629e-36,raw,,LNC,cm,4,False,mlp1,bce,msle
2,SLA_cm,0.5859388129561758,4.123908887634554,0.7879518340055653,1.1986145160846043e-236,0.8004940647787552,1.061476777341449e-249,raw,,SLA,cm,4,False,mlp1,bce,msle
3,PLH_cm,0.6737059982293617,28.945835861256516,0.8455158098020931,1.444859480234491e-305,0.8347728370590526,1.0063127607602022e-290,raw,,PLH,cm,4,False,mlp1,bce,msle
4,LNC_cstd,-0.35600703967531455,2.10835138034111,0.31370561557534044,6.931157416636407e-27,0.2752708502007775,7.758084641806186e-21,raw,,LNC,cstd,4,False,mlp1,bce,msle
5,SLA_cstd,-0.24587881490923746,1.7009231394278406,0.3595504099496379,2.3100362234189287e-35,0.34072632846404277,1.0426519514017772e-31,raw,,SLA,cstd,4,False,mlp1,bce,msle
6,PLH_cstd,0.3567859249909715,18.912856486527428,0.6497653995748405,9.921259073542963e-135,0.6617791182003074,2.0251431833297704e-141,raw,,PLH,cstd,4,False,mlp1,bce,msle
7,average,0.08701445658838136,27.203165518057336,,,,,raw,,,,4,False,mlp1,bce,msle
8,weighted,0.18306317885970153,,,,,,raw,,,,4,False,mlp1,bce,msle
9,richness,-735.4002492198441,72755.79730941704,0.23522909438764877,1.75138655471795e-15,0.2516862991454565,1.432113353955294e-17,opth,0.0743116529585809,,richness,4,False,mlp1,bce,msle
10,LNC_cm,0.03733763725293349,3.1761361429500954,0.39194704633746064,2.969464182758547e-42,0.3782170823335505,3.08173860640278e-39,opth,0.0743116529585809,LNC,cm,4,False,mlp1,bce,msle
11,SLA_cm,0.5532945246622771,4.449034919337365,0.7791164672661253,5.654268616424214e-228,0.7976082148543998,1.2903667334351408e-246,opth,0.0743116529585809,SLA,cm,4,False,mlp1,bce,msle
12,PLH_cm,0.5119823952824775,43.29248287403889,0.8442742373561485,8.55942759758422e-304,0.8311956816716976,5.123372827276574e-286,opth,0.0743116529585809,PLH,cm,4,False,mlp1,bce,msle
13,LNC_cstd,-0.5658959456780108,2.434691548010909,0.2785615359205672,2.5565688569933505e-21,0.2494520796931747,2.8085202265538994e-17,opth,0.0743116529585809,LNC,cstd,4,False,mlp1,bce,msle
14,SLA_cstd,-0.7444992387130647,2.3816595051882867,0.331225620151575,5.882082342338718e-30,0.318915644136279,8.884222472678602e-28,opth,0.0743116529585809,SLA,cstd,4,False,mlp1,bce,msle
15,PLH_cstd,-0.03337176084498905,30.384925593888923,0.6124326252985789,9.324178898050706e-116,0.6225206040584147,1.2467515173223758e-120,opth,0.0743116529585809,PLH,cstd,4,False,mlp1,bce,msle
16,average,-105.09162880112605,10405.98803428578,,,,,opth,0.0743116529585809,,,4,False,mlp1,bce,msle
17,weighted,-311.5016748477473,,,,,,opth,0.0743116529585809,,,4,False,mlp1,bce,msle
