,auc,prauc,sensitivity,specificity,precision,f1,support,species,tss,fold,subset,postprocessing
599,0.9305748181555132,0.2656552874892709,0.8852459016393442,0.825015216068168,0.9974245768947756,0.9030646235842772,61.0,Catananche.caerulea,0.7102611177075122,1,train,opth
600,0.7571836489329726,0.055281875755809326,0.65,0.7246768860835587,0.9971050454921423,0.8393385552654482,20.0,Centaurea.alpestris,0.37467688608355876,1,train,opth
601,0.9076279996534696,0.2712016806772518,0.8775510204081632,0.8362644026682838,0.9978292329956585,0.9099307159353349,49.0,Centaurea.paniculata,0.7138154230764471,1,train,opth
602,0.8407562915293256,0.32198410273376166,0.5217391304347826,0.9560770156438027,0.9965506428347445,0.975894365115922,23.0,Centaurea.triumfetti,0.47781614607858525,1,train,opth
603,0.9236783755397362,0.43464213750336494,0.9052631578947369,0.7991764333227748,0.9929161747343566,0.8855738855738856,190.0,Centaurea.uniflora,0.7044395912175117,1,train,opth
604,0.8726136931534233,0.11085940388618594,0.8333333333333334,0.7517241379310344,0.9992028696691909,0.8579739904175222,12.0,Cirsium.ferox,0.5850574712643679,1,train,opth
605,0.8913346220199123,0.2000816142663543,0.6896551724137931,0.9089813140446051,0.9970247933884298,0.9509695727573704,29.0,Cirsium.morisianum,0.5986364864583984,1,train,opth
606,0.9946778711484593,0.2988277211113394,0.9333333333333333,0.9876950780312125,0.9996962332928311,0.9936594202898551,15.0,Cirsium.rivulare,0.9210284113645457,1,train,opth
607,0.8517968201424415,0.09348645803396181,0.7916666666666666,0.7712910021065302,0.9980529595015576,0.8701408928874554,24.0,Crepis.albida,0.5629576687731968,1,train,opth
608,0.931463756274075,0.24030522082906253,0.9423076923076923,0.7842185128983308,0.9988403556242752,0.8786127167630058,52.0,Crepis.nicaeensis,0.7265262052060231,1,train,opth
609,0.9020692722230943,0.13503850952304253,0.8260869565217391,0.8342358604091457,0.9985595966870724,0.9090313063432224,23.0,Doronicum.grandiflorum,0.6603228169308848,1,train,opth
610,0.9440063441712927,0.35655438985996213,0.9381443298969072,0.819076923076923,0.9977511244377811,0.8996282527881041,97.0,Echinops.ritro,0.7572212529738302,1,train,opth
611,0.8936715100081436,0.04693223415443021,0.8571428571428571,0.7863786378637864,0.9992375142966069,0.8801208865010074,14.0,Erigeron.atticus,0.6435214950066435,1,train,opth
612,0.9798545765611634,0.14646188715156072,0.8571428571428571,0.9248502994011976,0.9996763754045307,0.9608087091757387,7.0,Filago.vulgaris,0.7819931565440545,1,train,opth
613,0.9616691654172913,0.25037438489182706,0.9166666666666666,0.8464767616191904,0.9996458923512748,0.9167072576716999,12.0,Helichrysum.stoechas,0.7631434282858569,1,train,opth
614,0.8785136350014984,0.055576838477569245,0.7,0.8852262511237639,0.9989854582346973,0.9386717508738481,10.0,Hieracium.glanduliferum,0.5852262511237638,1,train,opth
615,0.838650182953078,0.21345608280962872,0.9043478260869565,0.6497524752475248,0.994789199431549,0.7860752386299832,115.0,Pilosella.peleteriana,0.5541003013344814,1,train,opth
616,0.7886252485148105,0.3163396009719694,0.8047337278106509,0.6450648055832503,0.9671150971599403,0.7739234449760766,338.0,Pilosella.officinarum,0.4497985333939012,1,train,opth
617,0.906605934222459,0.40611839076648804,0.8016528925619835,0.8753874767513949,0.9915730337078652,0.9298649983536385,121.0,Hieracium.rionii,0.6770403693133784,1,train,opth
618,0.9505419671049531,0.4936350091836649,0.8863636363636364,0.895800933125972,0.9948186528497409,0.9427168576104746,132.0,Pilosella.corymbuloides,0.7821645694896082,1,train,opth
619,0.9002814225599688,0.21829686151493166,0.7647058823529411,0.8677935405976457,0.9972251127297953,0.9280180761781794,34.0,Inula.montana,0.6324994229505867,1,train,opth
620,0.9201925209651768,0.481607984317685,0.9057971014492754,0.7880169325952459,0.9893704006541292,0.8772883813666847,276.0,Leontodon.pyrenaicus,0.6938140340445211,1,train,opth
621,0.8565217048207507,0.3116436330970262,0.7358490566037735,0.8324968632371392,0.9844213649851632,0.902107409925221,159.0,Leucanthemum.adustum,0.5683459198409127,1,train,opth
622,0.9441122929754426,0.21964605663802275,0.9019607843137255,0.8883495145631068,0.9982952608250938,0.940118799165195,51.0,Leucanthemum.atratum,0.7903102988768325,1,train,opth
623,0.9583146092661664,0.5195090080749633,0.9226190476190477,0.8776344762503933,0.9953621120228326,0.9327983951855566,168.0,Omalotheca.supina,0.8002535238694408,1,train,opth
624,0.83812525010004,0.03649237419160885,0.7333333333333333,0.8604441776710684,0.9986067572274469,0.9243914235047558,15.0,Omalotheca.sylvatica,0.5937775110044017,1,train,opth
625,0.9337189278227014,0.1548496450402226,0.875,0.716681641209943,0.9995822890559732,0.8348159776731205,8.0,Pulicaria.dysenterica,0.591681641209943,1,train,opth
626,0.9256151948380567,0.179574630431693,0.7894736842105263,0.8578725961538461,0.9986009094088842,0.9229028608372394,19.0,Scorzonera.hispanica,0.6473462803643724,1,train,opth
627,0.9274498052142642,0.31668829130322873,0.7,0.9958046149235841,0.9990980156343957,0.9974485967282005,10.0,Senecio.aquaticus,0.6958046149235839,1,train,opth
628,0.9563117699910153,0.09949785950842265,0.875,0.8583408206049715,0.9996512033484478,0.9236223009990332,8.0,Senecio.vulgaris,0.7333408206049716,1,train,opth
