,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.765111893931901,22.650886569201337,0.8849064948652474,0.0,0.8732426579205015,0.0,raw,,,richness,2,False,mlp1,bce,msle
1,LNC_cm,0.18365189326626297,2.5184295260571594,0.5266767052700156,1.1638834990822749e-80,0.4752954124041539,5.731776299752351e-64,raw,,LNC,cm,2,False,mlp1,bce,msle
2,SLA_cm,0.7265534319272307,2.8108010771597063,0.8527843912862979,1.50028735e-316,0.8552178275947749,2.8873e-320,raw,,SLA,cm,2,False,mlp1,bce,msle
3,PLH_cm,0.9124535262704097,8.22443979939122,0.9563774088153395,0.0,0.9539895027910853,0.0,raw,,PLH,cm,2,False,mlp1,bce,msle
4,LNC_cstd,0.49035543846608,0.8479489329247845,0.7277485173931566,1.1780386903518834e-184,0.6851348869674635,1.7102791782875664e-155,raw,,LNC,cstd,2,False,mlp1,bce,msle
5,SLA_cstd,0.6224480487433035,0.550055387668223,0.794357530888848,2.0384241952000328e-243,0.7416570692613755,2.077636876873432e-195,raw,,SLA,cstd,2,False,mlp1,bce,msle
6,PLH_cstd,0.8611265397717114,4.098773730568934,0.9282376544128013,0.0,0.9237542530232056,0.0,raw,,PLH,cstd,2,False,mlp1,bce,msle
7,average,0.6516715389109856,5.957333574710196,,,,,raw,,,,2,False,mlp1,bce,msle
8,weighted,0.8235802623123787,,,,,,raw,,,,2,False,mlp1,bce,msle
9,richness,-172.24824462648743,16706.790322580644,0.6846684006093186,3.345886404051653e-155,0.6917757981949586,1.0561555315598625e-159,opth,0.14070564858119078,,richness,2,False,mlp1,bce,msle
10,LNC_cm,0.16645826041096523,2.5714717910980114,0.509862435173198,6.99981559487176e-75,0.4787158793884826,5.41147032669523e-65,opth,0.14070564858119078,LNC,cm,2,False,mlp1,bce,msle
11,SLA_cm,0.6967674339344123,3.116976122005067,0.8420039179733685,7.341102171948276e-301,0.8488902483648225,9.65641825391e-311,opth,0.14070564858119078,SLA,cm,2,False,mlp1,bce,msle
12,PLH_cm,0.8720119416152535,12.023671958251942,0.94768083507522,0.0,0.9444613292548713,0.0,opth,0.14070564858119078,PLH,cm,2,False,mlp1,bce,msle
13,LNC_cstd,0.3120953466062384,1.1445388822429552,0.6880863685744264,2.378418659612072e-157,0.649745237550318,7.731170687071573e-135,opth,0.14070564858119078,LNC,cstd,2,False,mlp1,bce,msle
14,SLA_cstd,0.3240988769242745,0.9847202564873814,0.7394610115142363,1.1514805345611337e-193,0.7090465398260601,3.318652620619516e-171,opth,0.14070564858119078,SLA,cstd,2,False,mlp1,bce,msle
15,PLH_cstd,0.7491419383543998,7.40393759530578,0.9035484673617344,0.0,0.9096877478285285,0.0,opth,0.14070564858119078,PLH,cstd,2,False,mlp1,bce,msle
16,average,-24.16109583266313,2390.5765198837203,,,,,opth,0.14070564858119078,,,2,False,mlp1,bce,msle
17,weighted,-69.79423659444642,,,,,,opth,0.14070564858119078,,,2,False,mlp1,bce,msle
