,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.007438761782711523,95.71532759231204,0.5096748518394116,8.086337269962867e-75,0.49326389798193704,1.744512558673277e-69,raw,,,richness,2,False,mlp1,bce,msle
1,LNC_cm,0.06399699322246488,2.8875642502294374,0.4511338575053987,4.747405514601004e-57,0.43813436058097277,1.4954036820933398e-53,raw,,LNC,cm,2,False,mlp1,bce,msle
2,SLA_cm,0.6545793058328053,3.550634648960109,0.8256740341421953,3.257110728744264e-279,0.8270158085555169,6.618266043408994e-281,raw,,SLA,cm,2,False,mlp1,bce,msle
3,PLH_cm,0.710635109669987,27.184008894835138,0.8590530326203552,0.0,0.8497911837503787,4.525180767644e-312,raw,,PLH,cm,2,False,mlp1,bce,msle
4,LNC_cstd,-0.21247705963185437,2.0173248308903684,0.3284841665613166,1.7320721742531693e-29,0.32185021991250995,2.596130834403514e-28,raw,,LNC,cstd,2,False,mlp1,bce,msle
5,SLA_cstd,-0.15645736133116528,1.6848425762108992,0.38388300777894246,1.6854884069887063e-40,0.37484840632903416,1.4926679900015703e-38,raw,,SLA,cstd,2,False,mlp1,bce,msle
6,PLH_cstd,0.3807741549810406,18.276109939802986,0.6702660509115776,1.8215751578799098e-146,0.6878681975114208,3.2681447220793196e-157,raw,,PLH,cstd,2,False,mlp1,bce,msle
7,average,0.20692712921799855,21.616544676177284,,,,,raw,,,,2,False,mlp1,bce,msle
8,weighted,0.3598503267177775,,,,,,raw,,,,2,False,mlp1,bce,msle
9,richness,-184.235688466608,17862.771505376346,0.3609475628249267,1.126883888779587e-35,0.33857047974124177,2.4792396321102892e-31,opth,0.12921159809321053,,richness,2,False,mlp1,bce,msle
10,LNC_cm,0.10108569408131018,2.773145807220194,0.44827739165421704,2.8722323500456446e-56,0.42778898111790353,7.114186129830682e-51,opth,0.12921159809321053,LNC,cm,2,False,mlp1,bce,msle
11,SLA_cm,0.6261872610589783,3.8424810253673725,0.8157738933979682,3.66980731935024e-267,0.8210188421664365,1.873592642333508e-273,opth,0.12921159809321053,SLA,cm,2,False,mlp1,bce,msle
12,PLH_cm,0.5731193424883295,40.102749084714084,0.8511169720967975,4.8272151453e-314,0.8404976028430257,9.20403096339983e-299,opth,0.12921159809321053,PLH,cm,2,False,mlp1,bce,msle
13,LNC_cstd,-0.2772418976433326,2.125080862108656,0.3018218568079628,6.155573153992668e-25,0.2861658298425944,1.7768424865677443e-22,opth,0.12921159809321053,LNC,cstd,2,False,mlp1,bce,msle
14,SLA_cstd,-0.4954862244268079,2.1787736818509815,0.35334933833523074,3.6801853927414513e-34,0.3564917471429721,8.804782580178261e-35,opth,0.12921159809321053,SLA,cstd,2,False,mlp1,bce,msle
15,PLH_cstd,0.07846290947235968,27.198659932505986,0.657157465348811,6.217138920241546e-139,0.6776838968788128,6.66097255821044e-151,opth,0.12921159809321053,PLH,cstd,2,False,mlp1,bce,msle
16,average,-26.232794483082447,2562.9989136814447,,,,,opth,0.12921159809321053,,,2,False,mlp1,bce,msle
17,weighted,-74.90033198155024,,,,,,opth,0.12921159809321053,,,2,False,mlp1,bce,msle
