,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.01970655170840141,100.7462494340256,0.5157722318411209,8.279669605725108e-77,0.5039195347052491,7.504900205131202e-73,raw,,,richness,4,False,mlp1,bce,msle
1,LNC_cm,-0.038008262794447134,3.424726765814685,0.38082294460772903,8.459911534280145e-40,0.3648305752226635,1.9650651511229024e-36,raw,,LNC,cm,4,False,mlp1,bce,msle
2,SLA_cm,0.62033239167796,3.7813605169916604,0.8046980878361749,2.754555494794541e-254,0.8114860025922678,6.227228883632218e-262,raw,,SLA,cm,4,False,mlp1,bce,msle
3,PLH_cm,0.7048065141209836,26.186880982177595,0.8515015907453682,2.44680973e-314,0.8410668654254645,2.7583884568393423e-299,raw,,PLH,cm,4,False,mlp1,bce,msle
4,LNC_cstd,-0.2884327703789158,2.0032853299607836,0.30134708043884684,7.709180000707653e-25,0.26602075222703453,1.6219973572798914e-19,raw,,LNC,cstd,4,False,mlp1,bce,msle
5,SLA_cstd,-0.17428200637032742,1.6031763386188964,0.37483875116318144,1.618387158383645e-38,0.35470915240277257,2.1248633074844507e-34,raw,,SLA,cstd,4,False,mlp1,bce,msle
6,PLH_cstd,0.3893262152726161,17.956052423870606,0.6554490274277212,7.408871320073763e-138,0.6712530352391135,6.423758359654189e-147,raw,,PLH,cstd,4,False,mlp1,bce,msle
7,average,0.17057650425992396,22.243104541637116,,,,,raw,,,,4,False,mlp1,bce,msle
8,weighted,0.33201850701991303,,,,,,raw,,,,4,False,mlp1,bce,msle
9,richness,-233.65554782000422,23183.793721973096,0.35880824662008765,3.254176837490894e-35,0.34033217837696517,1.2360108758767126e-31,opth,0.11741267517255805,,richness,4,False,mlp1,bce,msle
10,LNC_cm,0.011335176062028607,3.261926717080799,0.38999774389521624,8.122300316054936e-42,0.36798227092391234,4.414997145351137e-37,opth,0.11741267517255805,LNC,cm,4,False,mlp1,bce,msle
11,SLA_cm,0.616535783742713,3.8191734434308913,0.798899448204238,5.453762847859592e-248,0.8108682253482423,3.1835820725422995e-261,opth,0.11741267517255805,SLA,cm,4,False,mlp1,bce,msle
12,PLH_cm,0.599626871247532,35.51746218207531,0.8487563144441491,2.8746704241243e-310,0.8371947860927496,5.641409209155785e-294,opth,0.11741267517255805,PLH,cm,4,False,mlp1,bce,msle
13,LNC_cstd,-0.39907704559086343,2.175317630343094,0.266118527575875,1.571670298292347e-19,0.2389007970401769,6.18101570900049e-16,opth,0.11741267517255805,LNC,cstd,4,False,mlp1,bce,msle
14,SLA_cstd,-0.4842362108104359,2.026338103781052,0.34269575440142563,4.4398913018549974e-32,0.3471050397631036,6.420282683100773e-33,opth,0.11741267517255805,SLA,cstd,4,False,mlp1,bce,msle
15,PLH_cstd,0.18712759461174022,23.901434595862515,0.64412535295605,1.080616239687182e-131,0.6559839396418312,3.732288837863719e-138,opth,0.11741267517255805,PLH,cstd,4,False,mlp1,bce,msle
16,average,-33.30346223582021,3322.070767806524,,,,,opth,0.11741267517255805,,,4,False,mlp1,bce,msle
17,weighted,-98.76493106486019,,,,,,opth,0.11741267517255805,,,4,False,mlp1,bce,msle
