,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.9511077289272803,4.94358808667827,0.9762496765773153,0.0,0.9780343878527209,0.0,,,,richness,3,interpolation,False,mlp1,bce,msle
1,LNC_cwm,0.9503666705863875,0.14790410944803356,0.9755566764578137,0.0,0.9769102714043116,0.0,,,LNC,cwm,3,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.9841530534307376,0.15649253308456898,0.9921339135261498,0.0,0.9927372830525223,0.0,,,SLA,cwm,3,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.9894623889470529,0.9854092224837253,0.9950019283013675,0.0,0.9955056628719473,0.0,,,PLH,cwm,3,interpolation,False,mlp1,bce,msle
4,LNC_fdis,0.961721497369284,0.06087958835739491,0.9809710587344549,0.0,0.9844497344363449,0.0,,,LNC,fdis,3,interpolation,False,mlp1,bce,msle
5,SLA_fdis,0.9675022485294654,0.04712099499793549,0.9836555616761835,0.0,0.9838998986720012,0.0,,,SLA,fdis,3,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.9814906484471152,0.5128073639988086,0.9912349026121823,0.0,0.9930827801416393,0.0,,,PLH,fdis,3,interpolation,False,mlp1,bce,msle
7,average,0.9694006051767604,0.9791716998641051,,,,,,,,,3,interpolation,False,mlp1,bce,msle
8,weighted,0.9712281891127676,,,,,,,,,,3,interpolation,False,mlp1,bce,msle
9,richness,-61.27709582636574,6296.952508960573,0.8407579207150793,4.008059106404364e-299,0.849949226768671,2.639791770286e-312,0.2147070727947572,opth,,richness,3,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.8623558696060699,0.41017060042479747,0.9299950154063406,0.0,0.9266797383962486,0.0,0.2147070727947572,opth,LNC,cwm,3,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.950879316883762,0.48507894527862133,0.981908911802804,0.0,0.9827987551243796,0.0,0.2147070727947572,opth,SLA,cwm,3,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.9619418676343702,3.5589503574540564,0.9862488659170147,0.0,0.9887092090009565,0.0,0.2147070727947572,opth,PLH,cwm,3,interpolation,False,mlp1,bce,msle
13,LNC_fdis,0.7603906548540192,0.38108382764604076,0.9189806527199729,0.0,0.9218104983345704,0.0,0.2147070727947572,opth,LNC,fdis,3,interpolation,False,mlp1,bce,msle
14,SLA_fdis,0.8641472430375827,0.19698338474543406,0.9396880638770073,0.0,0.9315649202934772,0.0,0.2147070727947572,opth,SLA,fdis,3,interpolation,False,mlp1,bce,msle
15,PLH_fdis,0.9233110488081724,2.1246913375733643,0.9713418379059332,0.0,0.9754252180300702,0.0,0.2147070727947572,opth,PLH,fdis,3,interpolation,False,mlp1,bce,msle
16,average,-7.993438546505964,900.587066773385,,,,,0.2147070727947572,opth,,,3,interpolation,False,mlp1,bce,msle
17,weighted,-25.462693699467675,,,,,,0.2147070727947572,opth,,,3,interpolation,False,mlp1,bce,msle
18,richness,-61.268074268951324,6296.040322580645,0.8407522478835313,4.08139754893955e-299,0.8499174905820276,2.94166716506e-312,0.21471816733410842,opth_norm,,richness,3,interpolation,False,mlp1,bce,msle
19,LNC_cwm,0.8622791865044706,0.4103991111047328,0.9299593540394402,0.0,0.9266095045309888,0.0,0.21471816733410842,opth_norm,LNC,cwm,3,interpolation,False,mlp1,bce,msle
20,SLA_cwm,0.9508828148761319,0.48504440173521507,0.9819101616037065,0.0,0.9828004904663487,0.0,0.21471816733410842,opth_norm,SLA,cwm,3,interpolation,False,mlp1,bce,msle
21,PLH_cwm,0.9619299046657533,3.5600690568959004,0.9862510373526231,0.0,0.9887146653995852,0.0,0.21471816733410842,opth_norm,PLH,cwm,3,interpolation,False,mlp1,bce,msle
22,LNC_fdis,0.7604645796126379,0.3809662548946318,0.9189953016977286,0.0,0.921813882683087,0.0,0.21471816733410842,opth_norm,LNC,fdis,3,interpolation,False,mlp1,bce,msle
23,SLA_fdis,0.8641706469071638,0.19694944967080388,0.9397021672924498,0.0,0.9316030805497093,0.0,0.21471816733410842,opth_norm,SLA,fdis,3,interpolation,False,mlp1,bce,msle
24,PLH_fdis,0.9232666526040645,2.125921348270125,0.9713252403771603,0.0,0.9754176895813294,0.0,0.21471816733410842,opth_norm,PLH,fdis,3,interpolation,False,mlp1,bce,msle
25,average,-7.992154354825872,900.457096029031,,,,,0.21471816733410842,opth_norm,,,3,interpolation,False,mlp1,bce,msle
26,weighted,-25.45887466172589,,,,,,0.21471816733410842,opth_norm,,,3,interpolation,False,mlp1,bce,msle
