,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.9170289137833758,8.001123146998813,0.9603545266971534,0.0,0.9641081826605021,0.0,raw,,,richness,2,False,mlp1,bce,msle
1,LNC_cm,0.9394466785820574,0.18680667144551322,0.9693874618781939,0.0,0.9711932558462697,0.0,raw,,LNC,cm,2,False,mlp1,bce,msle
2,SLA_cm,0.9715048182393063,0.29290653801697975,0.9861697380266965,0.0,0.9881892170039542,0.0,raw,,SLA,cm,2,False,mlp1,bce,msle
3,PLH_cm,0.9838940487055863,1.513052681504648,0.992089906075822,0.0,0.9930252870906965,0.0,raw,,PLH,cm,2,False,mlp1,bce,msle
4,LNC_cstd,0.9686508197205284,0.0521589083302235,0.984460601239884,0.0,0.9886571895308742,0.0,raw,,LNC,cstd,2,False,mlp1,bce,msle
5,SLA_cstd,0.9661495683927288,0.049316689315200495,0.9834255323753428,0.0,0.9839937384889116,0.0,raw,,SLA,cstd,2,False,mlp1,bce,msle
6,PLH_cstd,0.9806287054497268,0.5717330950006776,0.9911027343255994,0.0,0.9920196520833972,0.0,raw,,PLH,cstd,2,False,mlp1,bce,msle
7,average,0.9610433646961871,1.523871104373151,,,,,raw,,,,2,False,mlp1,bce,msle
8,weighted,0.954872270096721,,,,,,raw,,,,2,False,mlp1,bce,msle
9,richness,-116.83473079909842,11363.117383512545,0.785863494058203,9.057732517924556e-235,0.8052335331042118,4.176076984500237e-255,opth,0.17709310958270882,,richness,2,False,mlp1,bce,msle
10,LNC_cm,0.8356021269784837,0.5071665555701745,0.9182695424535583,0.0,0.9210139381439373,0.0,opth,0.17709310958270882,LNC,cm,2,False,mlp1,bce,msle
11,SLA_cm,0.9291146629466074,0.7286417348323857,0.9721094751694821,0.0,0.9757146851173697,0.0,opth,0.17709310958270882,SLA,cm,2,False,mlp1,bce,msle
12,PLH_cm,0.9427394387215665,5.37926907905434,0.9828137909289032,0.0,0.9836424698700544,0.0,opth,0.17709310958270882,PLH,cm,2,False,mlp1,bce,msle
13,LNC_cstd,0.7782364447671775,0.368971208983975,0.917468154860209,0.0,0.9084674197816415,0.0,opth,0.17709310958270882,LNC,cstd,2,False,mlp1,bce,msle
14,SLA_cstd,0.8189697276030227,0.26374297982452083,0.9338294078061061,0.0,0.9300579363137211,0.0,opth,0.17709310958270882,SLA,cstd,2,False,mlp1,bce,msle
15,PLH_cstd,0.8813637009723172,3.5014850580322388,0.9669323660915248,0.0,0.9720504370936917,0.0,opth,0.17709310958270882,PLH,cstd,2,False,mlp1,bce,msle
16,average,-15.949814956729895,1624.8380943041204,,,,,opth,0.17709310958270882,,,2,False,mlp1,bce,msle
17,weighted,-47.117753821756146,,,,,,opth,0.17709310958270882,,,2,False,mlp1,bce,msle
