,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.049064104531194364,91.7012847666329,0.5151242086751262,1.1783511928431536e-76,0.5030219368472679,1.2740475951323237e-72,raw,,,richness,2,False,mlp1,bce,msle
1,LNC_cm,0.05724398682395271,2.9083972387099424,0.44969448201990037,1.1784669329907315e-56,0.4369083759929249,3.139868736754648e-53,raw,,LNC,cm,2,False,mlp1,bce,msle
2,SLA_cm,0.6504143714014994,3.593446677168483,0.82494080001553,2.7000814817822578e-278,0.8264194260728839,3.755184132374527e-280,raw,,SLA,cm,2,False,mlp1,bce,msle
3,PLH_cm,0.7060065165157092,27.61883606869496,0.8588040621650005,0.0,0.8496003479317542,8.667824096544e-312,raw,,PLH,cm,2,False,mlp1,bce,msle
4,LNC_cstd,-0.20307012352457954,2.001673527930816,0.3298450602139661,9.85688608946991e-30,0.3237643409882277,1.1969622807631044e-28,raw,,LNC,cstd,2,False,mlp1,bce,msle
5,SLA_cstd,-0.1708358528387961,1.705790598579712,0.3841367355239361,1.4830289517229002e-40,0.3772622627327213,4.5677559633291363e-39,raw,,SLA,cstd,2,False,mlp1,bce,msle
6,PLH_cstd,0.38668215444540577,18.101738587890615,0.6735342349362147,2.0970763765356407e-148,0.6882892711509646,1.769392693101083e-157,raw,,PLH,cstd,2,False,mlp1,bce,msle
7,average,0.21078645105062654,21.090166780801063,,,,,raw,,,,2,False,mlp1,bce,msle
8,weighted,0.3754384164331249,,,,,,raw,,,,2,False,mlp1,bce,msle
9,richness,-215.74157048532516,20900.967741935485,0.3566423522679724,8.218124372564921e-35,0.34302342077976483,3.6145180616610256e-32,opth,0.12181608394653198,,richness,2,False,mlp1,bce,msle
10,LNC_cm,0.11262854803501021,2.737536164750055,0.453389410613975,1.1320759708715389e-57,0.42999801197579807,1.9418222925874017e-51,opth,0.12181608394653198,LNC,cm,2,False,mlp1,bce,msle
11,SLA_cm,0.6349310958079828,3.752601747290392,0.8143852529374372,1.573470084159758e-265,0.8194145893254119,1.6553511647147713e-271,opth,0.12181608394653198,SLA,cm,2,False,mlp1,bce,msle
12,PLH_cm,0.5717518963299134,40.231212038499514,0.8535933043074495,8.88172e-318,0.844047678400653,9.6253935518414e-304,opth,0.12181608394653198,PLH,cm,2,False,mlp1,bce,msle
13,LNC_cstd,-0.2967876772307696,2.157601218834266,0.29668090806013725,4.1124832658137896e-24,0.28425726074810137,3.4607569993419794e-22,opth,0.12181608394653198,LNC,cstd,2,False,mlp1,bce,msle
14,SLA_cstd,-0.5433190742913263,2.2484613544690872,0.34815668749274753,3.7757646220196936e-33,0.35947105817436426,2.2351741614007504e-35,opth,0.12181608394653198,SLA,cstd,2,False,mlp1,bce,msle
15,PLH_cstd,0.08441655063216758,27.022941491077795,0.6648128515235514,2.759359748497374e-143,0.6825427091786809,7.00900605051208e-154,opth,0.12181608394653198,PLH,cstd,2,False,mlp1,bce,msle
16,average,-30.739707020863168,2997.0168708500582,,,,,opth,0.12181608394653198,,,2,False,mlp1,bce,msle
17,weighted,-87.75328594075992,,,,,,opth,0.12181608394653198,,,2,False,mlp1,bce,msle
