,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.895775976838084,10.178689405309937,0.9670791323286968,0.0,0.9723185471096525,0.0,raw,,,richness,1,False,mlp1,bce,msle
1,LNC_cm,0.9418337269449274,0.18707041373416514,0.9714620514921941,0.0,0.9751216691100995,0.0,raw,,LNC,cm,1,False,mlp1,bce,msle
2,SLA_cm,0.9790157087603989,0.21642496949054182,0.9899253312170793,0.0,0.9910226723572675,0.0,raw,,SLA,cm,1,False,mlp1,bce,msle
3,PLH_cm,0.9864391047557887,1.3083993085387124,0.993302971380418,0.0,0.9940193014533271,0.0,raw,,PLH,cm,1,False,mlp1,bce,msle
4,LNC_cstd,0.9650533144951291,0.058325454744432334,0.9830532706547276,0.0,0.986276058801044,0.0,raw,,LNC,cstd,1,False,mlp1,bce,msle
5,SLA_cstd,0.9580179807229903,0.05749224180943329,0.9788645261882325,0.0,0.9821521977104641,0.0,raw,,SLA,cstd,1,False,mlp1,bce,msle
6,PLH_cstd,0.9808681116916241,0.5541336804861375,0.9903994201440911,0.0,0.9926113520326232,0.0,raw,,PLH,cstd,1,False,mlp1,bce,msle
7,average,0.9581434177441347,1.7943622105876227,,,,,raw,,,,1,False,mlp1,bce,msle
8,weighted,0.9475939072536544,,,,,,raw,,,,1,False,mlp1,bce,msle
9,richness,-99.02245678156606,9768.35752688172,0.811755418827619,1.780970719069079e-262,0.8288688620703156,2.882043164375358e-283,opth,0.1879791772321828,,richness,1,False,mlp1,bce,msle
10,LNC_cm,0.8382385623837687,0.5202461404472385,0.9212991644334305,0.0,0.9326045475495433,0.0,opth,0.1879791772321828,LNC,cm,1,False,mlp1,bce,msle
11,SLA_cm,0.9402772493454155,0.6159604982948861,0.9749808639611826,0.0,0.9773709701638877,0.0,opth,0.1879791772321828,SLA,cm,1,False,mlp1,bce,msle
12,PLH_cm,0.9441693563704311,5.386722204153968,0.9866493115321238,0.0,0.9872852292264905,0.0,opth,0.1879791772321828,PLH,cm,1,False,mlp1,bce,msle
13,LNC_cstd,0.7604184720842219,0.39985770788208286,0.9274635752071466,0.0,0.9259849042903971,0.0,opth,0.1879791772321828,LNC,cstd,1,False,mlp1,bce,msle
14,SLA_cstd,0.8141984464241142,0.2544457849030375,0.9270659228840367,0.0,0.939076967331132,0.0,opth,0.1879791772321828,SLA,cstd,1,False,mlp1,bce,msle
15,PLH_cstd,0.86620892697944,3.8751083277344334,0.9655398231767773,0.0,0.9738276176942435,0.0,opth,0.1879791772321828,PLH,cstd,1,False,mlp1,bce,msle
16,average,-13.408420823996952,1397.0585525064482,,,,,opth,0.1879791772321828,,,1,False,mlp1,bce,msle
17,weighted,-39.80245317401772,,,,,,opth,0.1879791772321828,,,1,False,mlp1,bce,msle
