,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.9404949556979684,5.7382301357985765,0.9721412808528362,0.0,0.9753653289277009,0.0,,,,richness,2,interpolation,False,mlp1,bce,msle
1,LNC_cwm,0.9479850995917112,0.16046568847606002,0.9739862427566341,0.0,0.9760667091711783,0.0,,,LNC,cwm,2,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.9820286672703068,0.1847302079913998,0.9910630447718435,0.0,0.9927125499711318,0.0,,,SLA,cwm,2,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.9895755658296391,0.979309932478425,0.9948897642920346,0.0,0.9958226454486343,0.0,,,PLH,cwm,2,interpolation,False,mlp1,bce,msle
4,LNC_fdis,0.9630351532091666,0.06150227974115087,0.9816624249971495,0.0,0.9842097583508419,0.0,,,LNC,fdis,2,interpolation,False,mlp1,bce,msle
5,SLA_fdis,0.9648495597076896,0.05121067179586611,0.9823246227419087,0.0,0.9845012483228025,0.0,,,SLA,fdis,2,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.9804193336832958,0.577912587430402,0.9902423555888121,0.0,0.99253996114375,0.0,,,PLH,fdis,2,interpolation,False,mlp1,bce,msle
7,average,0.9669126192842538,1.10762307195884,,,,,,,,,2,interpolation,False,mlp1,bce,msle
8,weighted,0.9671989877079795,,,,,,,,,,2,interpolation,False,mlp1,bce,msle
9,richness,-68.0150985851733,6655.3100358422935,0.824179394238428,2.4025954396705446e-277,0.8415994362972943,2.6998559314204774e-300,0.21074786977628407,opth,,richness,2,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.8569918411786873,0.4411794021103001,0.9331245240388499,0.0,0.9331038586712954,0.0,0.21074786977628407,opth,LNC,cwm,2,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.9513994039295034,0.49957331243302333,0.9812895190580112,0.0,0.9843442818902156,0.0,0.21074786977628407,opth,SLA,cwm,2,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.9406428507089062,5.57623031757903,0.9857288162563324,0.0,0.9880593944283639,0.0,0.21074786977628407,opth,PLH,cwm,2,interpolation,False,mlp1,bce,msle
13,LNC_fdis,0.8199519500752374,0.299564762055701,0.9333010412793584,0.0,0.9298952803767577,0.0,0.21074786977628407,opth,LNC,fdis,2,interpolation,False,mlp1,bce,msle
14,SLA_fdis,0.8530637204177015,0.21407144621857938,0.9392774383977732,0.0,0.9398831707760708,0.0,0.21074786977628407,opth,SLA,fdis,2,interpolation,False,mlp1,bce,msle
15,PLH_fdis,0.8968312430359041,3.0449690687101425,0.9710105922876654,0.0,0.9776945117709058,0.0,0.21074786977628407,opth,PLH,fdis,2,interpolation,False,mlp1,bce,msle
16,average,-8.95660251083248,952.1979463073429,,,,,0.21074786977628407,opth,,,2,interpolation,False,mlp1,bce,msle
17,weighted,-27.198271895896877,,,,,,0.21074786977628407,opth,,,2,interpolation,False,mlp1,bce,msle
18,richness,-68.0061038789454,6654.442652329749,0.8241983548487662,2.2756042230191495e-277,0.8416359280197846,2.400933940228863e-300,0.21075860195888713,opth_norm,,richness,2,interpolation,False,mlp1,bce,msle
19,LNC_cwm,0.8570430266519764,0.44102149520003375,0.9331521542304578,0.0,0.9330766802801298,0.0,0.21075860195888713,opth_norm,LNC,cwm,2,interpolation,False,mlp1,bce,msle
20,SLA_cwm,0.9514141224934164,0.49942201795676766,0.9812931327212746,0.0,0.9843432890328508,0.0,0.21075860195888713,opth_norm,SLA,cwm,2,interpolation,False,mlp1,bce,msle
