,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.5099544771488504,149.18238010141096,0.4337962769464463,2.2606262831852997e-52,0.43360547094386315,2.5332916645133664e-52,raw,,,richness,4,False,mlp1,bce,msle
1,LNC_cm,-0.03607390193897664,3.4183446803979085,0.3879640994410614,2.3038932325748044e-41,0.36485265279230306,1.9447318666245522e-36,raw,,LNC,cm,4,False,mlp1,bce,msle
2,SLA_cm,0.6049910586705074,3.934154986787979,0.7916328167875571,2.1949760317765322e-240,0.8016939567895995,5.3495152582398834e-251,raw,,SLA,cm,4,False,mlp1,bce,msle
3,PLH_cm,0.6947309297719024,27.080695177940097,0.8455544079953481,1.2719425962615749e-305,0.8320513969341299,3.924101485977872e-287,raw,,PLH,cm,4,False,mlp1,bce,msle
4,LNC_cstd,-0.28808944952752324,2.002751526691512,0.3051334464590951,1.864175323657156e-25,0.2728703303517429,1.7270906463523287e-20,raw,,LNC,cstd,4,False,mlp1,bce,msle
5,SLA_cstd,-0.23306072982589643,1.6834233816179303,0.356769983481064,8.301155336560934e-35,0.3403678514313684,1.2171379768821458e-31,raw,,SLA,cstd,4,False,mlp1,bce,msle
6,PLH_cstd,0.3853036344402845,18.074331076255934,0.6520522224913697,5.5794909566728785e-136,0.6646401101455626,4.647639100361339e-143,raw,,PLH,cstd,4,False,mlp1,bce,msle
7,average,0.08826386634877822,29.33944013301462,,,,,raw,,,,4,False,mlp1,bce,msle
8,weighted,0.11890882918052705,,,,,,raw,,,,4,False,mlp1,bce,msle
9,richness,-680.1528155900672,67297.39192825112,0.2445947667985155,1.1870198195977023e-16,0.26974001298277683,4.845525263931977e-20,opth,0.07567399140293603,,richness,4,False,mlp1,bce,msle
10,LNC_cm,-0.042016141877194935,3.4379500620646435,0.3858016871809168,6.925194916767082e-41,0.36848112131603844,3.480406753589027e-37,opth,0.07567399140293603,LNC,cm,4,False,mlp1,bce,msle
11,SLA_cm,0.5588915343084234,4.393290602926766,0.7813940481833141,3.5917660401927235e-230,0.7964031763805308,2.421144781498321e-245,opth,0.07567399140293603,SLA,cm,4,False,mlp1,bce,msle
12,PLH_cm,0.5437856833165566,40.471184442908616,0.8457755370450687,6.123895153055166e-306,0.8311366856321477,6.1129767296405135e-286,opth,0.07567399140293603,PLH,cm,4,False,mlp1,bce,msle
13,LNC_cstd,-0.5028634199001001,2.3366871064100265,0.27701950478586707,4.309098701251108e-21,0.25233098687010247,1.1777107847698641e-17,opth,0.07567399140293603,LNC,cstd,4,False,mlp1,bce,msle
14,SLA_cstd,-0.7104255021189609,2.3351406894526634,0.3403287604009194,1.2378343236981638e-31,0.328406327929053,1.8945456817500504e-29,opth,0.07567399140293603,SLA,cstd,4,False,mlp1,bce,msle
15,PLH_cstd,0.1126173064204048,26.092310763043322,0.6235609855919303,3.827769553119403e-121,0.6319258409827545,2.4442102889092836e-125,opth,0.07567399140293603,PLH,cstd,4,False,mlp1,bce,msle
16,average,-97.17040373284546,9625.208355988274,,,,,opth,0.07567399140293603,,,4,False,mlp1,bce,msle
17,weighted,-288.0541217320665,,,,,,opth,0.07567399140293603,,,4,False,mlp1,bce,msle
