,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.881919366508406,14.34954438779307,0.953997684014322,0.0,0.9624373288722422,0.0,,,,richness,1,extrapolation,False,mlp1,bce,msle
1,LNC_cwm,0.9242303124827568,0.17977387496604752,0.9616942406849474,0.0,0.9635765640897389,0.0,,,LNC,cwm,1,extrapolation,False,mlp1,bce,msle
2,SLA_cwm,0.9679738306776355,0.2626383603845727,0.9865103068512509,0.0,0.9869610097213178,0.0,,,SLA,cwm,1,extrapolation,False,mlp1,bce,msle
3,PLH_cwm,0.9807031209296805,1.6495468685994341,0.9917872899106029,0.0,0.9941539123982838,0.0,,,PLH,cwm,1,extrapolation,False,mlp1,bce,msle
4,LNC_fdis,0.9616253134949766,0.054754723207334995,0.9810626238635163,0.0,0.9875598606360335,0.0,,,LNC,fdis,1,extrapolation,False,mlp1,bce,msle
5,SLA_fdis,0.9591421300737621,0.05385591378061876,0.9810164880784125,0.0,0.9815190471503442,0.0,,,SLA,fdis,1,extrapolation,False,mlp1,bce,msle
6,PLH_fdis,0.9638453974457584,0.7884068727962424,0.9826965373023775,0.0,0.9822175810273587,0.0,,,PLH,fdis,1,extrapolation,False,mlp1,bce,msle
7,average,0.9484913530875679,2.4769315716467597,,,,,,,,,1,extrapolation,False,mlp1,bce,msle
8,weighted,0.928391903240982,,,,,,,,,,1,extrapolation,False,mlp1,bce,msle
9,richness,-122.26842009483066,14979.981165919282,0.8160376972160281,3.0993576867071346e-267,0.8322059688956006,2.4632717488452237e-287,0.15505102103617632,opth,,richness,1,extrapolation,False,mlp1,bce,msle
10,LNC_cwm,0.8001570789128861,0.4741544737160036,0.8996765729624552,0.0,0.9070090237536318,0.0,0.15505102103617632,opth,LNC,cwm,1,extrapolation,False,mlp1,bce,msle
11,SLA_cwm,0.8989788061261369,0.8284487743776362,0.9713803402463171,0.0,0.9696195331166884,0.0,0.15505102103617632,opth,SLA,cwm,1,extrapolation,False,mlp1,bce,msle
12,PLH_cwm,0.9486780400797412,4.387133171553142,0.9840387455914846,0.0,0.9876834190312478,0.0,0.15505102103617632,opth,PLH,cwm,1,extrapolation,False,mlp1,bce,msle
13,LNC_fdis,0.7708811462043345,0.3269170529776524,0.9126831432901448,0.0,0.9156069844038366,0.0,0.15505102103617632,opth,LNC,fdis,1,extrapolation,False,mlp1,bce,msle
14,SLA_fdis,0.8519863088370442,0.19510103204142465,0.9415492403426451,0.0,0.928649454712987,0.0,0.15505102103617632,opth,SLA,fdis,1,extrapolation,False,mlp1,bce,msle
15,PLH_fdis,0.8775940552118985,2.669250422467573,0.954171732668829,0.0,0.9564283824013301,0.0,0.15505102103617632,opth,PLH,fdis,1,extrapolation,False,mlp1,bce,msle
16,average,-16.731449237065515,2141.2660244066305,,,,,0.15505102103617632,opth,,,1,extrapolation,False,mlp1,bce,msle
17,weighted,-60.90400510764499,,,,,,0.15505102103617632,opth,,,1,extrapolation,False,mlp1,bce,msle
18,richness,-125.95614512513299,15428.125560538117,0.8160340082897547,3.130610864128236e-267,0.8322001639085749,2.5067485846630984e-287,0.15320851880416103,opth_norm,,richness,1,extrapolation,False,mlp1,bce,msle
19,LNC_cwm,0.8020551068948532,0.4696511445313009,0.9005282960261354,0.0,0.9069214862708038,0.0,0.15320851880416103,opth_norm,LNC,cwm,1,extrapolation,False,mlp1,bce,msle
20,SLA_cwm,0.8880434748117161,0.9181266080820863,0.9717416006364116,0.0,0.9699892820255646,0.0,0.15320851880416103,opth_norm,SLA,cwm,1,extrapolation,False,mlp1,bce,msle
21,PLH_cwm,0.9522931136432952,4.078107382730686,0.9837916914270707,0.0,0.9875682577244773,0.0,0.15320851880416103,opth_norm,PLH,cwm,1,extrapolation,False,mlp1,bce,msle
22,LNC_fdis,0.7425301440288454,0.36736953397879996,0.9108591636252742,0.0,0.9134586629082337,0.0,0.15320851880416103,opth_norm,LNC,fdis,1,extrapolation,False,mlp1,bce,msle
23,SLA_fdis,0.8244969034787233,0.23133559462461734,0.9407122545893959,0.0,0.9276444184509829,0.0,0.15320851880416103,opth_norm,SLA,fdis,1,extrapolation,False,mlp1,bce,msle
