,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.02137159212675943,98.95093094062648,0.49126319145346453,7.452567733823966e-69,0.4685137988853726,5.707011942252025e-62,raw,,,richness,3,False,mlp1,bce,msle
1,LNC_cm,-0.09637470294910067,3.267125658843371,0.41949076050451095,8.578364954760026e-49,0.4198606927038787,6.947952600981395e-49,raw,,LNC,cm,3,False,mlp1,bce,msle
2,SLA_cm,0.6026773041862963,3.923660299358861,0.805388866790353,2.8086380325486053e-255,0.80618114477652,3.693090111678302e-256,raw,,SLA,cm,3,False,mlp1,bce,msle
3,PLH_cm,0.6896410398194169,29.022762379986677,0.8467081438888695,1.4739242214024297e-307,0.8410876089162891,1.3955425299806216e-299,raw,,PLH,cm,3,False,mlp1,bce,msle
4,LNC_cstd,-0.3707041436330927,2.180020071035821,0.2950857926966973,7.356112689589393e-24,0.294473217714117,9.187758974492178e-24,raw,,LNC,cstd,3,False,mlp1,bce,msle
5,SLA_cstd,-0.09508685749456047,1.5878508511917437,0.41231576677469334,4.8588907117661675e-47,0.4059595157064615,1.600889630810824e-45,raw,,SLA,cstd,3,False,mlp1,bce,msle
6,PLH_cstd,0.3512832117460598,17.972901169216186,0.6570595609751622,7.05394979480105e-139,0.6839482408961489,9.405167689687069e-155,raw,,PLH,cstd,3,False,mlp1,bce,msle
7,average,0.15754392054311123,22.415035910037016,,,,,raw,,,,3,False,mlp1,bce,msle
8,weighted,0.34136048425050725,,,,,,raw,,,,3,False,mlp1,bce,msle
9,richness,-324.804542181778,32942.70071684588,0.2878141167449881,9.949588852749368e-23,0.2982573070408838,2.3064959343676214e-24,opth,0.10332520041826421,,richness,3,False,mlp1,bce,msle
10,LNC_cm,-0.05835184415191641,3.153820000417735,0.4203493179686292,5.2572735828357634e-49,0.41115258266650057,9.26305305718394e-47,opth,0.10332520041826421,LNC,cm,3,False,mlp1,bce,msle
11,SLA_cm,0.5885549357973403,4.063122194600426,0.7996720295338875,4.87574110707029e-249,0.7997781991224532,3.7498725807634506e-249,opth,0.10332520041826421,SLA,cm,3,False,mlp1,bce,msle
12,PLH_cm,0.6026960474531838,37.15329565702402,0.847527456313701,9.527355108211086e-309,0.8399261255426932,5.679447656563024e-298,opth,0.10332520041826421,PLH,cm,3,False,mlp1,bce,msle
13,LNC_cstd,-0.40257053836913137,2.23070159880299,0.2772770337094457,3.7936654920264824e-21,0.2768878665489564,4.326762939179137e-21,opth,0.10332520041826421,LNC,cstd,3,False,mlp1,bce,msle
14,SLA_cstd,-0.2979350588219136,1.8819760951721756,0.4048904171979153,2.860502354694714e-45,0.3873787991519048,2.8621247464138384e-41,opth,0.10332520041826421,SLA,cstd,3,False,mlp1,bce,msle
15,PLH_cstd,0.17774520932952786,22.78082571041767,0.6506011724496705,2.6380171688306e-135,0.6722533958084647,1.2146083801157052e-147,opth,0.10332520041826421,PLH,cstd,3,False,mlp1,bce,msle
16,average,-46.313486204362974,4716.280636871759,,,,,opth,0.10332520041826421,,,3,False,mlp1,bce,msle
17,weighted,-137.58236976622328,,,,,,opth,0.10332520041826421,,,3,False,mlp1,bce,msle
