,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.17097470225184996,114.3593140439441,0.44935897017242415,1.4557470661387553e-56,0.4528767366745215,1.5696228429613262e-57,raw,,,richness,1,False,mlp1,bce,msle
1,LNC_cm,-0.03529193695725352,3.3296355569982428,0.43357022183094196,2.3302756063769155e-52,0.4273910969419912,8.979492856622606e-51,raw,,LNC,cm,1,False,mlp1,bce,msle
2,SLA_cm,0.6449590834518653,3.6617734025161583,0.8177917118960216,1.4726048970735075e-269,0.8218026327460092,2.0639475395232232e-274,raw,,SLA,cm,1,False,mlp1,bce,msle
3,PLH_cm,0.7217054336594486,26.85076549982847,0.8635472012946337,0.0,0.8630754838056788,0.0,raw,,PLH,cm,1,False,mlp1,bce,msle
4,LNC_cstd,-0.4007840582139581,2.337886011613118,0.3294638617464558,1.1546304610382891e-29,0.3363215547918104,6.478943269242123e-31,raw,,LNC,cstd,1,False,mlp1,bce,msle
5,SLA_cstd,-0.16404472773919032,1.5941000961053389,0.3903240227860334,6.319054039777593e-42,0.3804844797640543,9.256042642747364e-40,raw,,SLA,cstd,1,False,mlp1,bce,msle
6,PLH_cstd,0.38225587214886625,17.892265606369023,0.6751079740123533,2.393637680291571e-149,0.7047865380665457,2.728870460303666e-168,raw,,PLH,cstd,1,False,mlp1,bce,msle
7,average,0.13968928058541832,24.289391459624916,,,,,raw,,,,1,False,mlp1,bce,msle
8,weighted,0.2906047095315589,,,,,,raw,,,,1,False,mlp1,bce,msle
9,richness,-603.2196327847176,59009.08243727599,0.2855136017400196,2.2327559722407413e-22,0.3107600356679579,2.0661722748286784e-26,opth,0.0796583165370957,,richness,1,False,mlp1,bce,msle
10,LNC_cm,-0.029476248723449228,3.310931535803407,0.42936251228369293,2.824017097425011e-51,0.43059446051475203,1.365308324299103e-51,opth,0.0796583165370957,LNC,cm,1,False,mlp1,bce,msle
11,SLA_cm,0.6042202518640895,4.081940101633717,0.8085189318524357,8.780953365344555e-259,0.8156958521213062,4.536696078212789e-267,opth,0.0796583165370957,SLA,cm,1,False,mlp1,bce,msle
12,PLH_cm,0.5837725518313459,40.15897885585141,0.8619478508088856,0.0,0.858782148488818,0.0,opth,0.0796583165370957,PLH,cm,1,False,mlp1,bce,msle
13,LNC_cstd,-0.5432881180649252,2.5757229902466707,0.3121727432311568,1.1953142419639883e-26,0.32690785557322066,3.315858538182838e-29,opth,0.0796583165370957,LNC,cstd,1,False,mlp1,bce,msle
14,SLA_cstd,-0.7092214013207898,2.3406918438629347,0.35572520507138317,1.249929628256808e-34,0.346986966532838,6.341166283163254e-33,opth,0.0796583165370957,SLA,cstd,1,False,mlp1,bce,msle
15,PLH_cstd,0.025305729641946773,28.230926016110956,0.651936116005528,4.8972381466087824e-136,0.6884830261690994,1.3336837858721254e-157,opth,0.0796583165370957,PLH,cstd,1,False,mlp1,bce,msle
16,average,-86.18404571706992,8441.39737551707,,,,,opth,0.0796583165370957,,,1,False,mlp1,bce,msle
17,weighted,-245.5392166419035,,,,,,opth,0.0796583165370957,,,1,False,mlp1,bce,msle
