,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.7698497208527776,18.79965008594693,0.9391389657815636,0.0,0.9376142388165034,0.0,,,,richness,4,extrapolation,False,mlp1,bce,msle
1,LNC_cwm,0.9350878588954323,0.16833150530556476,0.9680808276815571,0.0,0.9620867964053496,0.0,,,LNC,cwm,4,extrapolation,False,mlp1,bce,msle
2,SLA_cwm,0.9311831252716942,0.512635986421071,0.9799937507604458,0.0,0.9764216751514292,0.0,,,SLA,cwm,4,extrapolation,False,mlp1,bce,msle
3,PLH_cwm,0.9530363766843977,3.3471991649100956,0.9859165702118488,0.0,0.9832324468320665,0.0,,,PLH,cwm,4,extrapolation,False,mlp1,bce,msle
4,LNC_fdis,0.965228829111186,0.04828016668983244,0.9833735118145088,0.0,0.9869792193309128,0.0,,,LNC,fdis,4,extrapolation,False,mlp1,bce,msle
5,SLA_fdis,0.9407096761602707,0.079005912872089,0.9790967274083142,0.0,0.9786574644568373,0.0,,,SLA,fdis,4,extrapolation,False,mlp1,bce,msle
6,PLH_fdis,0.9357869100413254,1.9367940598074715,0.976264483380098,0.0,0.9790876233357197,0.0,,,PLH,fdis,4,extrapolation,False,mlp1,bce,msle
7,average,0.9186974995738691,3.555985268850436,,,,,,,,,4,extrapolation,False,mlp1,bce,msle
8,weighted,0.8729239701710659,,,,,,,,,,4,extrapolation,False,mlp1,bce,msle
9,richness,-131.59511804263,10830.931127012522,0.7616145329201167,1.723387657750688e-212,0.7659758674490067,2.2827608952454993e-216,0.17062775107601516,opth,,richness,4,extrapolation,False,mlp1,bce,msle
10,LNC_cwm,0.8308555357082974,0.43862891908709695,0.9151667990037062,0.0,0.9078519089706956,0.0,0.17062775107601516,opth,LNC,cwm,4,extrapolation,False,mlp1,bce,msle
11,SLA_cwm,0.9176073225808326,0.6137659059555469,0.9639402584249286,0.0,0.9595666411529662,0.0,0.17062775107601516,opth,SLA,cwm,4,extrapolation,False,mlp1,bce,msle
12,PLH_cwm,0.9211397707689643,5.620539361984194,0.9695084598836571,0.0,0.9596119262325248,0.0,0.17062775107601516,opth,PLH,cwm,4,extrapolation,False,mlp1,bce,msle
13,LNC_fdis,0.7607527864157873,0.3321974801728549,0.9086197167872194,0.0,0.9102995617244136,0.0,0.17062775107601516,opth,LNC,fdis,4,extrapolation,False,mlp1,bce,msle
14,SLA_fdis,0.8598063684874648,0.18681169403698225,0.9360572530588769,0.0,0.9317637877696004,0.0,0.17062775107601516,opth,SLA,fdis,4,extrapolation,False,mlp1,bce,msle
15,PLH_fdis,0.9201711937491843,2.40779501263067,0.9665952297425066,0.0,0.964599223095753,0.0,0.17062775107601516,opth,PLH,fdis,4,extrapolation,False,mlp1,bce,msle
16,average,-18.05496929498849,1548.6472664837697,,,,,0.17062775107601516,opth,,,4,extrapolation,False,mlp1,bce,msle
17,weighted,-54.34217139594852,,,,,,0.17062775107601516,opth,,,4,extrapolation,False,mlp1,bce,msle
18,richness,-150.79097701841377,12398.93023255814,0.761574410838886,1.8692609890677455e-212,0.7659616441310017,2.350957189382747e-216,0.16164437580099242,opth_norm,,richness,4,extrapolation,False,mlp1,bce,msle
19,LNC_cwm,0.819350477005172,0.46846407499431314,0.9191925688871975,0.0,0.9107729533202843,0.0,0.16164437580099242,opth_norm,LNC,cwm,4,extrapolation,False,mlp1,bce,msle
20,SLA_cwm,0.8963178015559843,0.7723574527831762,0.9633571721173325,0.0,0.9568144873508732,0.0,0.16164437580099242,opth_norm,SLA,cwm,4,extrapolation,False,mlp1,bce,msle
21,PLH_cwm,0.8718400108610146,9.134240042300636,0.9683001825067089,0.0,0.9658702967481845,0.0,0.16164437580099242,opth_norm,PLH,cwm,4,extrapolation,False,mlp1,bce,msle
22,LNC_fdis,0.6702123630502252,0.4579138889252446,0.9095497247766878,0.0,0.9117322181396237,0.0,0.16164437580099242,opth_norm,LNC,fdis,4,extrapolation,False,mlp1,bce,msle
23,SLA_fdis,0.8563050373362147,0.19147730970505933,0.937579491115254,0.0,0.9316859611504598,0.0,0.16164437580099242,opth_norm,SLA,fdis,4,extrapolation,False,mlp1,bce,msle
24,PLH_fdis,0.7007965419725535,9.024569298165783,0.9128063467941108,0.0,0.9298073795899277,0.0,0.16164437580099242,opth_norm,PLH,fdis,4,extrapolation,False,mlp1,bce,msle
