,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.13951807060400245,111.28720769488042,0.47935395974815903,3.4739143088553083e-65,0.4767141509817786,2.160536086740583e-64,raw,,,richness,1,False,mlp1,bce,msle
1,LNC_cm,-0.0027312047401091277,3.224915943252639,0.43898307353912297,8.932355981998233e-54,0.42878381679133215,3.9690280960623223e-51,raw,,LNC,cm,1,False,mlp1,bce,msle
2,SLA_cm,0.6462635758496231,3.6483193037256982,0.8246761495718362,5.779080361988864e-278,0.8276640869542047,9.953240301056383e-282,raw,,SLA,cm,1,False,mlp1,bce,msle
3,PLH_cm,0.723603939822405,26.667591446336026,0.8661853110935825,0.0,0.8662044650961842,0.0,raw,,PLH,cm,1,False,mlp1,bce,msle
4,LNC_cstd,-0.31917716613774405,2.201685424293855,0.33571207382624746,8.39405363717443e-31,0.3429733925152862,3.6942104174995826e-32,raw,,LNC,cstd,1,False,mlp1,bce,msle
5,SLA_cstd,-0.16857759212952517,1.6003076235208014,0.39008292427071384,7.154958807156631e-42,0.38145460930979286,5.703816756547323e-40,raw,,SLA,cstd,1,False,mlp1,bce,msle
6,PLH_cstd,0.37226715086338724,18.18157771189963,0.6802199100180805,1.8900514555730626e-152,0.7111281294534375,1.1947265601460809e-172,raw,,PLH,cstd,1,False,mlp1,bce,msle
7,average,0.15887580470343352,23.830229306844153,,,,,raw,,,,1,False,mlp1,bce,msle
8,weighted,0.3040149865772177,,,,,,raw,,,,1,False,mlp1,bce,msle
9,richness,-353.9791819804616,34667.85035842294,0.31503849848625387,3.9025840865998755e-27,0.3421219324309676,5.351221829589412e-32,opth,0.10018244837273874,,richness,1,False,mlp1,bce,msle
10,LNC_cm,0.0336691353440578,3.107847643670127,0.43849783195896574,1.1994840421441533e-53,0.4396299328859948,6.025209148481378e-54,opth,0.10018244837273874,LNC,cm,1,False,mlp1,bce,msle
11,SLA_cm,0.6211362413301438,3.90747423751227,0.8202853101244683,1.4621115925150596e-272,0.8233038675864319,2.9282692575991974e-276,opth,0.10018244837273874,SLA,cm,1,False,mlp1,bce,msle
12,PLH_cm,0.5745627928857404,41.047566373064356,0.864000853208591,0.0,0.8643132747414257,0.0,opth,0.10018244837273874,PLH,cm,1,False,mlp1,bce,msle
13,LNC_cstd,-0.3679869516636842,2.2831481694913034,0.3171799377295227,1.6772619627134908e-27,0.32737007383521793,2.7420100684598427e-29,opth,0.10018244837273874,LNC,cstd,1,False,mlp1,bce,msle
14,SLA_cstd,-0.4485443555051116,1.98370787762454,0.3633775236489516,3.622103472938627e-36,0.350344818708544,1.4230922321328342e-33,opth,0.10018244837273874,SLA,cstd,1,False,mlp1,bce,msle
15,PLH_cstd,0.09687600810887886,26.157973196135735,0.6584846125088333,1.1172415260657808e-139,0.6998223160910807,5.85520548225638e-165,opth,0.10018244837273874,PLH,cstd,1,False,mlp1,bce,msle
16,average,-50.49563844428023,4963.762582274348,,,,,opth,0.10018244837273874,,,1,False,mlp1,bce,msle
17,weighted,-143.971511728572,,,,,,opth,0.10018244837273874,,,1,False,mlp1,bce,msle
