,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.7428325600641088,24.799342158223023,0.884558413199974,0.0,0.8726523772934284,0.0,,,,richness,2,interpolation,False,mlp1,bce,msle
1,LNC_cwm,0.18473582497064456,2.5150856025690946,0.5283506902299959,2.968899315352911e-81,0.4756145383429556,4.604167463468319e-64,,,LNC,cwm,2,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.7189434081829504,2.889025730291725,0.8483158858400054,6.7246190904272e-310,0.8509599156461484,8.285129358e-314,,,SLA,cwm,2,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.9110692113341877,8.354487468604278,0.95643472802312,0.0,0.9538682901156484,0.0,,,PLH,cwm,2,interpolation,False,mlp1,bce,msle
4,LNC_fdis,0.49365226458634703,0.8424636586734414,0.7292702014848893,8.459932740549511e-186,0.6885538905663816,1.2026134175608383e-157,,,LNC,fdis,2,interpolation,False,mlp1,bce,msle
5,SLA_fdis,0.6253487461629226,0.5458293619826294,0.7951741509166228,2.8601820780604583e-244,0.7435235979272008,6.629809550329874e-197,,,SLA,fdis,2,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.8622119100378431,4.0667396246465435,0.928821083380292,0.0,0.9243738046483045,0.0,,,PLH,fdis,2,interpolation,False,mlp1,bce,msle
7,average,0.6483991321912862,6.287567657855818,,,,,,,,,2,interpolation,False,mlp1,bce,msle
8,weighted,0.8138007511278135,,,,,,,,,,2,interpolation,False,mlp1,bce,msle
9,richness,-166.52677518073568,16155.053763440861,0.684003378779318,8.690538064758281e-155,0.6969414888750888,4.6718660980546575e-163,0.14205899470089137,opth,,richness,2,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.17278498097949468,2.551953892114147,0.5186822973412553,7.145951850551422e-78,0.4829254780347017,2.856361765182352e-66,0.14205899470089137,opth,LNC,cwm,2,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.7048876243700487,3.033507383727999,0.8473093432850265,1.978423491607674e-308,0.8553225999466985,1.99e-320,0.14205899470089137,opth,SLA,cwm,2,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.8784072345163979,11.422874470652415,0.948999883428706,0.0,0.9459245117772874,0.0,0.14205899470089137,opth,PLH,cwm,2,interpolation,False,mlp1,bce,msle
13,LNC_fdis,0.32080784202037105,1.1300429928582234,0.6856863653004708,7.72350042435481e-156,0.6488954120864395,2.240716553513061e-134,0.14205899470089137,opth,LNC,fdis,2,interpolation,False,mlp1,bce,msle
14,SLA_fdis,0.42945147176439336,0.8312320750497098,0.7486870568262407,4.1125130513300345e-201,0.7094694323091137,1.6931679867652166e-171,0.14205899470089137,opth,SLA,fdis,2,interpolation,False,mlp1,bce,msle
15,PLH_fdis,0.7771044362968249,6.578639861533654,0.9054764656578037,0.0,0.9109451067038051,0.0,0.14205899470089137,opth,PLH,fdis,2,interpolation,False,mlp1,bce,msle
16,average,-23.32047594154116,2311.5145734452567,,,,,0.14205899470089137,opth,,,2,interpolation,False,mlp1,bce,msle
17,weighted,-67.45290591742034,,,,,,0.14205899470089137,opth,,,2,interpolation,False,mlp1,bce,msle
18,richness,-166.51017028401137,16153.452508960574,0.6840315620447731,8.346442506679917e-155,0.6969970881491294,4.295344190464984e-163,0.14206508687235034,opth_norm,,richness,2,interpolation,False,mlp1,bce,msle
19,LNC_cwm,0.17265015798619032,2.5523698203245893,0.5186030701331765,7.608884346170764e-78,0.48286630373614914,2.977795395021366e-66,0.14206508687235034,opth_norm,LNC,cwm,2,interpolation,False,mlp1,bce,msle
20,SLA_cwm,0.7049397375787789,3.032971703707351,0.8473384827817458,1.7945315269488626e-308,0.8553198631138065,2.01e-320,0.14206508687235034,opth_norm,SLA,cwm,2,interpolation,False,mlp1,bce,msle
21,PLH_cwm,0.8784001443870739,11.423540543645565,0.9489966742530893,0.0,0.9459230699757324,0.0,0.14206508687235034,opth_norm,PLH,cwm,2,interpolation,False,mlp1,bce,msle
22,LNC_fdis,0.32080658306555954,1.1300450875129495,0.6856870342741627,7.716047575236828e-156,0.6489210882410786,2.1699301695431426e-134,0.14206508687235034,opth_norm,LNC,fdis,2,interpolation,False,mlp1,bce,msle
23,SLA_fdis,0.42934254491280666,0.8313907705653266,0.7486678462596201,4.265317842158926e-201,0.70947822125512,1.6696306379012696e-171,0.14206508687235034,opth_norm,SLA,fdis,2,interpolation,False,mlp1,bce,msle
24,PLH_fdis,0.777151876106828,6.577239701656417,0.9055019945449084,0.0,0.9109706576720814,0.0,0.14206508687235034,opth_norm,PLH,fdis,2,interpolation,False,mlp1,bce,msle
25,average,-23.318125605710588,2311.285723798284,,,,,0.14206508687235034,opth_norm,,,2,interpolation,False,mlp1,bce,msle
26,weighted,-67.44612879235555,,,,,,0.14206508687235034,opth_norm,,,2,interpolation,False,mlp1,bce,msle
