,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,-0.9235718215976274,233.75873266371073,0.30810366224470714,6.03194874159573e-26,0.2884323925522048,8.355216672820475e-23,,,,richness,1,extrapolation,False,mlp1,bce,msle
1,LNC_cwm,-0.4423581337517013,3.422190578974348,0.21067813119509723,1.1867418815683481e-12,0.22209674490147613,6.297882461653021e-14,,,LNC,cwm,1,extrapolation,False,mlp1,bce,msle
2,SLA_cwm,0.5223167194050913,3.9173574690046125,0.7695818323786684,4.705908957109652e-219,0.7592823647192011,6.859463912039177e-210,,,SLA,cwm,1,extrapolation,False,mlp1,bce,msle
3,PLH_cwm,0.6613509718228344,28.948590181253294,0.8456599573504581,8.974482778857698e-306,0.8649557001199496,0.0,,,PLH,cwm,1,extrapolation,False,mlp1,bce,msle
4,LNC_fdis,-0.5586709408346291,2.2239815802936835,0.32693818952422204,3.466759158542843e-29,0.3344643865489133,1.511377944775002e-30,,,LNC,fdis,1,extrapolation,False,mlp1,bce,msle
5,SLA_fdis,-0.411831120685868,1.8609745257332806,0.19035263189233204,1.4770497646195286e-10,0.22950126738471127,8.586619691168269e-15,,,SLA,fdis,1,extrapolation,False,mlp1,bce,msle
6,PLH_fdis,0.19712130426829255,17.50800830369795,0.5747388271720584,5.149956958480517e-99,0.6562122047147543,2.784315724519726e-138,,,PLH,fdis,1,extrapolation,False,mlp1,bce,msle
7,average,-0.13652043162480107,41.66283361466685,,,,,,,,,1,extrapolation,False,mlp1,bce,msle
8,weighted,-0.20447260428371833,,,,,,,,,,1,extrapolation,False,mlp1,bce,msle
9,richness,-100.06412067786455,12281.642152466367,0.24588194376807332,8.1263448815502e-17,0.23986222852887687,4.691990605324663e-16,0.11343613811599061,opth,,richness,1,extrapolation,False,mlp1,bce,msle
10,LNC_cwm,-0.3177178831152123,3.1264646552193933,0.21514233815884645,3.840000902104225e-13,0.22701007290954064,1.6919089427172376e-14,0.11343613811599061,opth,LNC,cwm,1,extrapolation,False,mlp1,bce,msle
11,SLA_cwm,0.4911710094313011,4.172775409195711,0.7666452200710246,2.1559125738594973e-216,0.7734007395056316,1.4200687835702253e-222,0.11343613811599061,opth,SLA,cwm,1,extrapolation,False,mlp1,bce,msle
12,PLH_cwm,0.5456538453854746,38.83867820663984,0.8399768257053014,8.912777303940614e-298,0.8598749414654749,0.0,0.11343613811599061,opth,PLH,cwm,1,extrapolation,False,mlp1,bce,msle
13,LNC_fdis,-1.0823365091143815,2.971171091291154,0.30631126462680436,1.1935605651440252e-25,0.320483646511774,4.749321593408913e-28,0.11343613811599061,opth,LNC,fdis,1,extrapolation,False,mlp1,bce,msle
14,SLA_fdis,-1.0117287330819003,2.6517165333006507,0.14124112635929076,2.1934321307707978e-06,0.17330201657859737,5.729460554362459e-09,0.11343613811599061,opth,SLA,fdis,1,extrapolation,False,mlp1,bce,msle
15,PLH_fdis,0.05506287543570587,20.6058114523349,0.551099909057734,1.4086848717120976e-89,0.6384001644998335,1.1263278835691573e-128,0.11343613811599061,opth,PLH,fdis,1,extrapolation,False,mlp1,bce,msle
16,average,-14.483430867560509,1764.858395687764,,,,,0.11343613811599061,opth,,,1,extrapolation,False,mlp1,bce,msle
17,weighted,-50.0220597981049,,,,,,0.11343613811599061,opth,,,1,extrapolation,False,mlp1,bce,msle
18,richness,-103.08732146734427,12649.031390134529,0.24585470397100928,8.191956579829971e-17,0.23984024463761455,4.721718583249702e-16,0.11204657648310545,opth_norm,,richness,1,extrapolation,False,mlp1,bce,msle
19,LNC_cwm,-0.2919967119776614,3.0654376831468206,0.21727527204152566,2.220016352127803e-13,0.22884198870537042,1.0282804369872899e-14,0.11204657648310545,opth_norm,LNC,cwm,1,extrapolation,False,mlp1,bce,msle
20,SLA_cwm,0.4861306681244142,4.214109949186886,0.7653307215275148,3.251473796342831e-215,0.7718491566204341,3.8982487918558556e-221,0.11204657648310545,opth_norm,SLA,cwm,1,extrapolation,False,mlp1,bce,msle
21,PLH_cwm,0.5662871708082562,37.07488846551571,0.8395920522508462,3.0206177095819906e-297,0.8595802902200934,0.0,0.11204657648310545,opth_norm,PLH,cwm,1,extrapolation,False,mlp1,bce,msle
22,LNC_fdis,-1.1424740252811194,3.0569779955809215,0.30383687468493575,3.0382931002038823e-25,0.3186376547713841,9.923649207335788e-28,0.11204657648310545,opth_norm,LNC,fdis,1,extrapolation,False,mlp1,bce,msle
23,SLA_fdis,-0.9739253003758979,2.601886759597287,0.1354475175306858,5.661038248956076e-06,0.1689364567323363,1.3822449296308318e-08,0.11204657648310545,opth_norm,SLA,fdis,1,extrapolation,False,mlp1,bce,msle
24,PLH_fdis,0.08552067823129539,19.94163208490058,0.5469569697915188,5.320798551400639e-88,0.6378138572592659,2.2757029476409624e-128,0.11204657648310545,opth_norm,PLH,fdis,1,extrapolation,False,mlp1,bce,msle
25,average,-14.908254141116426,1816.9980461532082,,,,,0.11204657648310545,opth_norm,,,1,extrapolation,False,mlp1,bce,msle
26,weighted,-51.529417198789425,,,,,,0.11204657648310545,opth_norm,,,1,extrapolation,False,mlp1,bce,msle
