,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,0.08326994844784419,92.69227348454812,0.5281766995980168,3.423089034383891e-81,0.4897705782723974,2.1880997119013534e-68,,,,richness,3,interpolation,False,mlp1,bce,msle
1,LNC_cwm,-0.031196786408452137,3.0728996857822333,0.41643680087091134,4.839663064052091e-48,0.4138501985510728,2.0662772362527167e-47,,,LNC,cwm,3,interpolation,False,mlp1,bce,msle
2,SLA_cwm,0.6080695312486541,3.870410717916319,0.8054216488777919,2.5829672937454843e-255,0.8062914529678823,2.7822157810772345e-256,,,SLA,cwm,3,interpolation,False,mlp1,bce,msle
3,PLH_cwm,0.697792938394965,28.2604495562608,0.8477959386958248,3.86950444831262e-309,0.8414289809883941,4.6688377067607374e-300,,,PLH,cwm,3,interpolation,False,mlp1,bce,msle
4,LNC_fdis,-0.3237672428786531,2.105369836561674,0.29205087547922437,2.2016609362674276e-23,0.29524990475206503,6.93009533376662e-24,,,LNC,fdis,3,interpolation,False,mlp1,bce,msle
5,SLA_fdis,-0.06800645639476843,1.548584890101409,0.41514379229152304,1.0014308640088991e-47,0.4059173719466607,1.638007202034009e-45,,,SLA,fdis,3,interpolation,False,mlp1,bce,msle
6,PLH_fdis,0.3744731480759165,17.330416742539413,0.6594446889129008,3.210051233898804e-140,0.6866010104348077,2.058265551148781e-156,,,PLH,fdis,3,interpolation,False,mlp1,bce,msle
7,average,0.19151929721221514,21.26862927338714,,,,,,,,,3,interpolation,False,mlp1,bce,msle
8,weighted,0.3750462974272318,,,,,,,,,,3,interpolation,False,mlp1,bce,msle
9,richness,-291.6419351939778,29589.56810035842,0.33284647049112004,2.814368415047159e-30,0.3109014412396834,1.9562912227870338e-26,0.1078673129068526,opth,,richness,3,interpolation,False,mlp1,bce,msle
10,LNC_cwm,0.037927840543960034,2.8669127711200053,0.41652127628044544,4.614605833574764e-48,0.40115081059129365,2.1428630059367034e-44,0.1078673129068526,opth,LNC,cwm,3,interpolation,False,mlp1,bce,msle
11,SLA_cwm,0.5840877099162868,4.107237159646311,0.7983459644595597,1.2777271746056862e-247,0.8007163129054423,3.6601587677471e-250,0.1078673129068526,opth,SLA,cwm,3,interpolation,False,mlp1,bce,msle
12,PLH_cwm,0.6168500402208181,35.82970580937121,0.8476087558831005,7.253654563850596e-309,0.8387473207771456,2.3700287213343042e-296,0.1078673129068526,opth,PLH,cwm,3,interpolation,False,mlp1,bce,msle
13,LNC_fdis,-0.3406821494597492,2.132271948164509,0.28869206640480205,7.294193305050109e-23,0.28486169875945305,2.8036423771383213e-22,0.1078673129068526,opth,LNC,fdis,3,interpolation,False,mlp1,bce,msle
