"","SR"
"CBNA_495999",18.6092227684175
"CBNA_496003",17.517970199249
"CBNA_496006",14.5708143108861
"CBNA_496064",32.9539251952038
"CBNA_496068",32.4382454397746
"CBNA_496102",37.0238447188651
"CBNA_496134",27.673157655942
"CBNA_496141",17.7811658481744
"CBNA_496157",44.5165070401764
"CBNA_496161",59.4031230448989
"CBNA_496225",23.3623107138188
"CBNA_496226",30.9345247495
"CBNA_496230",14.3576915547374
"CBNA_496249",36.9030116194101
"CBNA_496264",44.079538874275
"CBNA_496270",39.0439800740387
"CBNA_496271",45.1672099781384
"CBNA_496272",46.4300279597398
"CBNA_496274",43.8217582995554
"CBNA_496275",33.2201724464923
"CBNA_496279",14.9004277136105
"CBNA_496280",30.50723782152
"CBNA_496283",45.8174411142592
"CBNA_496288",41.1491657693679
"CBNA_496292",50.0093834069798
"CBNA_496295",24.1611797455082
"CBNA_496296",49.699848387871
"CBNA_497187",50.1977323424731
"CBNA_497248",34.8111513848973
"CBNA_497267",37.8205826750445
"CBNA_497999",18.8698648809506
"CBNA_498006",41.5603054497497
"CBNA_498186",22.7206435235617
"CBNA_498187",11.9808996647724
"CBNA_498193",24.4210854761374
"CBNA_498485",9.51813395527842
"CBNA_498504",18.3718494395421
"CBNA_499590",30.9340032458047
"CBNA_499743",20.6439057423959
"CBNA_500103",32.2561628963354
"CBNA_500109",21.8164568074056
"CBNA_500110",23.1227055409627
"CBNA_500111",24.5747678622337
"CBNA_533860",34.4111075152773
"CBNA_533861",32.3960639799213
"CBNA_533869",32.4407339952337
"CBNA_533876",37.2186336157286
"CBNA_533877",28.6317466471277
"CBNA_533879",34.933696293287
"CBNA_533880",40.6393550935026
"CBNA_533881",27.9499024568647
"CBNA_533882",46.5905061435537
"CBNA_533884",31.1327233012614
"CBNA_533886",34.425208413418
"CBNA_533888",34.6618099898722
"CBNA_533889",23.9230918064907
"CBNA_533890",40.4545864966198
"CBNA_533892",38.1774581713421
"CBNA_533893",32.6700018457929
"CBNA_533897",41.5043763915601
"CBNA_535605",40.2070148584532
"CBNA_535606",30.8776183643647
"CBNA_535607",36.2698994949789
"CBNA_535608",38.5236265348684
"CBNA_535609",39.9607829319572
"CBNA_535610",47.8043913372011
"CBNA_535611",43.5352764756751
"CBNA_535612",33.7052331189472
