"","SR"
"CBNA_570542",29.59954683
"CBNA_570544",35.64889286
"CBNA_570547",29.2349119
"CBNA_570549",26.85523413
"CBNA_570550",25.85933095
"CBNA_570551",28.83846508
"CBNA_570553",25.74294762
"CBNA_570556",26.69211429
"CBNA_570558",20.29305952
"CBNA_570559",27.11464444
"CBNA_570560",22.03358571
"CBNA_570561",26.97334127
"CBNA_570564",28.09799762
"CBNA_570565",25.38166667
"CBNA_570567",24.35313254
"CBNA_570568",25.18513413
"CBNA_570577",19.82151587
"CBNA_570582",15.4420246
"CBNA_570583",15.76591507
"CBNA_570584",15.22958074
"CBNA_570586",18.19867143
"CBNA_570589",16.52440772
"CBNA_570591",18.51859801
"CBNA_570597",17.92838968
"CBNA_570600",17.67275693
"CBNA_570602",17.00204603
"CBNA_570607",26.29650317
"CBNA_570609",25.87310079
"CBNA_570614",25.13159048
"CBNA_570641",29.58786349
"CBNA_570645",23.57818254
"CBNA_570647",32.43076746
"CBNA_570659",30.12634365
"CBNA_570663",27.13608889
"CBNA_570664",24.99258968
"CBNA_570675",32.88592937
"CBNA_570730",26.1961254
"CBNA_570756",27.85090635
"CBNA_570758",25.47451905
"CBNA_570762",34.72796111
"CBNA_570781",33.1032254
"CBNA_570786",27.34153492
"CBNA_570807",37.64609444
"CBNA_570808",25.89968016
"CBNA_570809",36.33317063
"CBNA_570817",25.89841111
"CBNA_570896",28.39520635
"CBNA_570903",31.96633016
"CBNA_570913",30.4068619
"CBNA_570915",26.47566667
"CBNA_570951",21.74708095
"CBNA_570952",24.38326111
"CBNA_570974",21.2058627
"CBNA_571002",27.20026825
"CBNA_571003",28.21649127
"CBNA_571022",20.80994762
"CBNA_571030",24.63249048
"CBNA_571073",21.33609841
"CBNA_571079",27.23813095
"CBNA_571081",25.35639683
"CBNA_571083",25.25994444
"CBNA_571086",34.59992302
"CBNA_571100",19.71884444
"CBNA_571101",29.52381667
"CBNA_571109",34.03498095
"CBNA_571111",27.06819444
"CBNA_571159",30.56556032
"CBNA_571160",31.90626587
"CBNA_571162",31.59580873
"CBNA_571163",29.54059127
"CBNA_571208",26.8261381
"CBNA_571209",22.03368492
"CBNA_571236",22.71604524
"CBNA_573381",21.9325381
"CBNA_573382",19.68238968
"CBNA_573485",28.82693651
"CBNA_573622",25.47842937
"CBNA_573631",26.47219444
"CBNA_573632",23.75038333
"CBNA_573638",21.1248381
"CBNA_573641",18.55801032
"CBNA_573675",20.84476349
"CBNA_573693",19.51742619
"CBNA_573733",24.14780159
"CBNA_573740",26.42486984
"CBNA_573746",18.25296349
"CBNA_573748",19.44639683
"CBNA_573753",21.04613492
"CBNA_573755",21.82270794
"CBNA_573758",20.37721905
"CBNA_573760",21.18145952
"CBNA_573768",19.72338968
"CBNA_573843",21.7621373
"CBNA_573845",23.44630079
"CBNA_573897",21.32130952
"CBNA_573914",21.27123016
"CBNA_573917",18.53546825
"CBNA_573944",19.2259254
"CBNA_573969",27.00261905
"CBNA_574021",28.60008413
"CBNA_574026",25.62169365
"CBNA_574029",23.92025079
"CBNA_574032",25.63289444
"CBNA_574033",26.08054524
"CBNA_574054",21.86550952
"CBNA_574064",19.47566667
"CBNA_574067",17.33788095
"CBNA_574070",18.76559365
"CBNA_574073",16.96600159
"CBNA_574075",18.20000556
"CBNA_574109",22.55831429
"CBNA_574126",25.68205079
"CBNA_574130",22.13850238
"CBNA_574150",19.34124127
"CBNA_574160",21.74537698
"CBNA_574167",22.20276111
"CBNA_574179",22.14050397
"CBNA_574183",21.21662937
"CBNA_574211",22.47236984
"CBNA_574226",20.7144127
"CBNA_574229",20.85894841
"CBNA_574245",21.37658413
"CBNA_574254",20.48555714
"CBNA_574269",21.81411905
"CBNA_574276",20.93200476
"CBNA_574369",23.3486873
"CBNA_574373",20.01583651
"CBNA_574374",20.61459286
"CBNA_574375",21.19633095
"CBNA_574412",27.05206984
"CBNA_574414",27.74701032
"CBNA_574435",18.76507937
"CBNA_574452",18.98743651
"CBNA_574491",21.55357778
"CBNA_574529",19.28590794
"CBNA_574588",17.4576
"CBNA_574592",15.90682857
"CBNA_574597",20.23803651
"CBNA_574599",21.18153413
"CBNA_574603",25.24741032
"CBNA_574604",25.53680238
"CBNA_574617",18.6267127
"CBNA_574635",20.73107063
"CBNA_574638",20.64177302
"CBNA_574641",19.25892302
"CBNA_574642",16.84379444
"CBNA_574644",16.46285556
"CBNA_574645",19.7476873
"CBNA_574654",18.5829246
"CBNA_574661",18.8272373
"CBNA_574676",26.57092937
"CBNA_574679",22.86662857
"CBNA_574689",19.83938968
"CBNA_574693",19.82480397
"CBNA_574695",19.29917937
"CBNA_574698",20.82533968
"CBNA_574706",20.35389603
"CBNA_574710",21.56945556
"CBNA_574716",18.7115119
"CBNA_574717",18.71408651
"CBNA_574718",20.88120159
"CBNA_574734",20.18678532
"CBNA_574745",25.79051825
"CBNA_574783",20.76076349
"CBNA_574787",17.39251905
"CBNA_574791",19.35030873
"CBNA_574813",25.26240317
"CBNA_574821",30.15608333
"CBNA_574828",21.38866667
"CBNA_574834",17.79228571
"CBNA_574836",20.24564841
"CBNA_574846",21.45060238
"CBNA_574850",22.9723373
"CBNA_574893",20.48263968
"CBNA_574905",16.99138095
"CBNA_574906",16.98565
"CBNA_574909",18.44299365
"CBNA_574915",18.72565397
"CBNA_574917",17.49956984
"CBNA_574918",21.03971111
"CBNA_574929",16.39720794
"CBNA_574930",17.4435746
"CBNA_574952",22.06607698
"CBNA_574957",21.62439603
"CBNA_574985",19.29409048
"CBNA_575023",26.69111111
"CBNA_575026",23.76131111
"CBNA_575034",22.92183016
"CBNA_575036",21.74217698
"CBNA_575044",20.53968413
"CBNA_575068",27.3549373
"CBNA_575203",22.92811349
"CBNA_575224",30.01992381
"CBNA_575236",23.46351349
"CBNA_575253",21.97262857
"CBNA_575269",23.22854365
"CBNA_575296",18.35176746
"CBNA_575303",19.86054127
"CBNA_575328",20.41251032
"CBNA_575330",19.52504206
"CBNA_575332",17.98084206
"CBNA_575333",17.92930397
"CBNA_575340",18.18060317
"CBNA_575344",18.96796984
"CBNA_575412",19.19993254
"CBNA_575413",18.58593889
"CBNA_575423",17.41873889
"CBNA_575435",18.2397246
"CBNA_575463",19.78648175
"CBNA_575467",20.3045381
"CBNA_575493",18.48345
"CBNA_575495",18.21120873
"CBNA_575496",15.52587063
"CBNA_575504",20.85621429
"CBNA_575505",16.75490476
"CBNA_575506",16.5788119
"CBNA_575509",19.42711151
"CBNA_575510",17.79273889
"CBNA_575511",20.88800159
"CBNA_575513",14.60868571
"CBNA_575518",14.15436825
"CBNA_575519",17.0917881
"CBNA_575527",15.86365317
"CBNA_575630",18.80128968
"CBNA_575638",20.08462778
"CBNA_575674",18.34050714
"CBNA_575677",16.29289206
"CBNA_575754",20.75759683
"CBNA_575798",30.60240159
"CBNA_575857",22.05189841
"CBNA_575861",21.7921754
"CBNA_575863",20.88542222
"CBNA_575865",19.24105714
"CBNA_575878",22.01760317
"CBNA_575880",25.01409048
"CBNA_575882",18.36805714
"CBNA_587802",28.41459921
"CBNA_587804",22.20259603
"CBNA_589002",26.70594603
"CBNA_589071",20.72653571
"CBNA_589076",22.32226508
"CBNA_590134",23.45824365
"CBNA_590412",26.88952698
"CBNA_590420",22.09747937
"CBNA_590465",27.82545556
"CBNA_590547",31.41613016
"CBNA_590861",26.03506032
"CBNA_590883",23.71303492
"CBNA_591405",21.49535873
"CBNA_591443",26.72445714
"CBNA_591456",29.4181381
"CBNA_591475",26.97584127
"CBNA_591724",24.45238175
"CBNA_591728",25.68376111
"CBNA_591742",23.56601429
"CBNA_591752",29.26525238
"CBNA_591753",29.15411984
"CBNA_591755",28.51700079
"CBNA_592308",28.68973016
"CBNA_592318",35.26939127
"CBNA_592377",26.48239603
"CBNA_592378",26.17243651
"CBNA_592389",26.00700317
"CBNA_592411",22.8233881
"CBNA_592581",27.00314921
"CBNA_592963",25.8214746
"CBNA_593004",24.24691746
"CBNA_593114",30.2299127
"CBNA_593115",35.85529524
"CBNA_593117",32.69368095
"CBNA_593145",37.52330317
"CBNA_593148",27.06688571
"CBNA_593150",30.27987143
"CBNA_593151",26.51675
"CBNA_593153",25.39381587
"CBNA_593154",27.90629921
"CBNA_593155",33.93728413
"CBNA_593156",30.96417222
"CBNA_593157",29.14047302
"CBNA_593159",29.14463413
"CBNA_593160",29.06986508
"CBNA_593175",28.68852302
"CBNA_593182",31.03095873
"CBNA_593192",27.07884603
"CBNA_593197",18.55240952
"CBNA_593198",20.66093571
"CBNA_593201",25.49603333
"CBNA_593205",20.06327143
"CBNA_593241",26.15664286
"CBNA_593251",28.81909286
"CBNA_593256",23.76568968
"CBNA_593260",22.21825952
"CBNA_593261",21.28828413
"CBNA_594253",30.36833254
"CBNA_594406",30.46974603
"CBNA_594407",33.5014119
"CBNA_594408",30.5222119
"CBNA_594412",29.68545873
"CBNA_594414",27.53306746
"CBNA_594417",30.19211429
"CBNA_594419",29.33346905
"CBNA_594424",30.39962619
"CBNA_594425",28.32111905
"CBNA_594426",32.0345254
"CBNA_594490",28.66211746
"CBNA_594492",24.94879444
"CBNA_594495",24.54352381
"CBNA_595421",28.42700794
"CBNA_596393",29.52333889
"CBNA_596413",28.64411667
"CBNA_596433",29.08528968
"CBNA_596447",29.49021429
"CBNA_596460",29.1036246
"CBNA_596667",29.40681349
"CBNA_596713",32.05330159
"CBNA_596714",32.14425794
"CBNA_596757",26.37124286
"CBNA_596843",30.95691746
"CBNA_596967",29.97849524
"CBNA_596970",33.14161746
"CBNA_597026",26.20863016
"CBNA_620690",23.46645714
"CBNA_620693",22.62718333
"CBNA_620701",25.35035635
"CBNA_620702",27.01705714
"CBNA_620704",29.76866032
"CBNA_620709",23.42531984
"CBNA_620716",29.08503175
"CBNA_620718",26.25039444
"CBNA_620720",29.37189524
"CBNA_620736",20.94325714
"CBNA_620742",22.10045873
"CBNA_620745",27.42684921
"CBNA_620756",29.55444683
"CBNA_620757",28.78275317
"CBNA_620765",26.48178968
"CBNA_620774",30.03165159
"CBNA_620775",31.50470556
"CBNA_620777",30.31074762
"CBNA_620778",29.17440317
"CBNA_621196",22.00491111
"CBNA_622404",27.05253016
"CBNA_622699",22.49099365
"CBNA_622703",22.01327302
"CBNA_622736",27.21010317
"CBNA_622737",27.75188095
"CBNA_622751",26.3548873
"CBNA_622759",26.71250317
"CBNA_622760",21.87083571
"CBNA_622877",23.49942778
"CBNA_622987",23.60860079
"CBNA_623171",37.61314048
"CBNA_623275",27.57812222
"CBNA_623276",27.44574127
"CBNA_623619",26.45147063
"CBNA_623620",23.80226508
"CBNA_623701",31.41628413
"CBNA_623715",27.82405873
"CBNA_623864",27.30298095
"CBNA_623891",20.86494048
"CBNA_623952",20.80097937
"CBNA_623980",35.6698881
"CBNA_623985",36.11206667
"CBNA_623988",34.19249127
"CBNA_623989",35.5169381
"CBNA_623992",31.97496349
"CBNA_624005",31.8053873
"CBNA_624054",22.04767143
"CBNA_624064",21.51245873
"CBNA_624076",19.8185754
"CBNA_624084",20.37772063
"CBNA_624094",19.73866032
"CBNA_624165",22.28426825
"CBNA_624185",22.34370952
"CBNA_624196",29.50860079
"CBNA_627090",24.87307937
"CBNA_627500",20.89654365
"CBNA_627520",21.97144683
"CBNA_627955",20.22347619
"CBNA_627956",16.92299603
"CBNA_628452",25.24632857
"CBNA_628548",29.89257937
"CBNA_628557",28.48120635
"CBNA_628577",24.84388095
"CBNA_628583",24.86653492
"CBNA_637282",27.62034524
"CBNA_637287",29.84324127
"CBNA_637295",33.72947698
"CBNA_637297",28.30200476
"CBNA_637299",40.08957857
"CBNA_637300",29.15748095
"CBNA_637301",26.76446667
"CBNA_637304",31.13947778
"CBNA_637305",34.49929524
"CBNA_637306",37.77006905
"CBNA_637307",30.35720079
"CBNA_637308",34.05588889
"CBNA_637309",30.9944373
"CBNA_637310",32.49711667
"CBNA_637312",32.90611349
"CBNA_637314",33.51470079
"CBNA_637315",34.20534206
"CBNA_637319",33.36792698
"CBNA_637320",32.51869524
"CBNA_637324",27.24590635
"CBNA_637325",27.86501905
"CBNA_637400",32.95002698
"CBNA_637405",32.12045397
"CBNA_637670",35.32931587
"CBNA_637671",33.30512619
"CBNA_637673",32.95002698
"CBNA_637675",31.41917222
"CBNA_637676",25.94971032
"CBNA_637677",25.26433333
"CBNA_637678",36.47304683
"CBNA_637680",34.22763254
"CBNA_637681",26.15089524
"CBNA_637682",32.7622119
"CBNA_637684",27.70697619
"CBNA_637685",25.83269048
"CBNA_637686",32.54825952
"CBNA_637687",34.54473413
"CBNA_637688",27.56530556
"CBNA_637690",29.30646032
"CBNA_637696",24.84688175
"CBNA_637800",32.85339841
"CBNA_637801",27.02904286
"CBNA_637803",31.94975238
"CBNA_637804",26.6823373
"CBNA_637805",37.21161905
"CBNA_637810",30.07739444
"CBNA_637811",30.50810556
"CBNA_637812",31.22404127
"CBNA_637814",31.32641587
"CBNA_637815",32.3503746
"CBNA_637817",34.64707063
"CBNA_637819",36.04237857
"CBNA_637820",30.56147619
"CBNA_637821",33.7694881
"CBNA_637822",32.21766349
"CBNA_637825",29.09363889
"CBNA_637826",36.03598492
"CBNA_637827",33.43129841
"CBNA_637880",32.18502063
"CBNA_637881",35.56751746
"CBNA_637882",29.97984048
"CBNA_637883",33.03056429
"CBNA_637884",33.0238373
"CBNA_637885",32.30463492
"CBNA_637887",30.01385873
"CBNA_637888",32.75442857
"CBNA_637889",32.64886746
"CBNA_637892",35.65069841
"CBNA_637895",28.05962778
"CBNA_637896",32.08446032
"CBNA_637898",29.29018016
"CBNA_637900",34.00752222
"CBNA_637902",27.07626508
"CBNA_637928",28.34431825
"CBNA_637931",38.89739127
"CBNA_637933",42.24928571
"CBNA_637934",39.21397143
"CBNA_637936",38.28470952
"CBNA_637937",30.99349524
"CBNA_637938",32.61069365
"CBNA_637939",30.5483246
"CBNA_637940",36.05352778
"CBNA_637942",30.31140238
"CBNA_637943",30.19824841
"CBNA_637945",31.43565556
"CBNA_637950",44.34688492
"CBNA_637952",30.55104841
"CBNA_637953",27.70913175
"CBNA_637954",30.47342778
"CBNA_637955",36.98076905
"CBNA_637957",35.55488175
"CBNA_637959",30.04325952
"CBNA_637960",30.58987698
"CBNA_637963",26.38507698
"CBNA_637992",32.13670079
"CBNA_637994",27.49232222
"CBNA_637997",30.0548127
"CBNA_638005",36.47114048
"CBNA_638006",36.55045317
"CBNA_638008",33.23102619
"CBNA_638011",30.67536984
"CBNA_638012",27.70800317
"CBNA_638016",28.22117937
"CBNA_638017",32.9381873
"CBNA_638018",33.6256127
"CBNA_638019",40.73203889
"CBNA_638022",31.49647222
"CBNA_638051",35.17389683
"CBNA_638112",31.76128175
"CBNA_638120",24.3011881
"CBNA_638130",23.10753095
"CBNA_638185",21.3837246
"CBNA_638215",24.72357381
"CBNA_638216",19.87314181
"CBNA_639368",33.32889206
"CBNA_639403",36.38740397
"CBNA_639419",28.27648492
"CBNA_639435",30.33951587
"CBNA_639436",31.16362778
"CBNA_639447",21.54727063
"CBNA_639451",29.10050159
"CBNA_639452",22.71081703
"CBNA_639460",24.91599603
"CBNA_639462",25.3701246
"CBNA_639467",31.15459206
"CBNA_639473",25.22460397
"CBNA_639475",26.89068651
"CBNA_639490",29.0648
"CBNA_639495",26.99202063
"CBNA_639518",29.55491905
"CBNA_639523",31.91772381
"CBNA_639524",27.45509524
"CBNA_639542",33.62153968
"CBNA_641769",32.16260476
"CBNA_641788",32.40277857
"CBNA_641853",29.00181349
"CBNA_641859",28.74577778
"CBNA_641864",26.57346667
"CBNA_641917",30.30503651
"CBNA_641939",31.65607937
"CBNA_641942",24.74123333
"CBNA_641959",25.27066667
"CBNA_641977",23.28504683
"CBNA_641978",30.9248119
"CBNA_641985",35.79258492
"CBNA_641990",21.75869524
"CBNA_642258",22.72333889
"CBNA_642294",20.81310714
"CBNA_644718",27.19316905
"CBNA_644738",28.29001667
"CBNA_644743",29.82631429
"CBNA_644752",21.76699762
"CBNA_644768",21.83775952
"CBNA_644772",21.42611667
"CBNA_644851",31.77294841
"CBNA_644860",27.18923413
"CBNA_644864",36.91034921
"CBNA_644870",32.05570317
"CBNA_645081",29.28538095
"CBNA_645282",22.51238016
"CBNA_647103",28.63791349
"CBNA_647106",26.34008254
"CBNA_647107",25.86919683
"CBNA_647113",26.06149286
"CBNA_647114",23.45921905
"CBNA_647116",25.2106873
"CBNA_647118",28.23621032
"CBNA_647131",28.80243175
"CBNA_647132",28.31810476
"CBNA_647138",28.18207063
"CBNA_647140",27.3358254
"CBNA_647142",27.52440794
"CBNA_647183",27.49101984
"CBNA_647198",31.45955159
"CBNA_647199",30.1696754
"CBNA_647216",27.8277881
"CBNA_647218",29.05770952
"CBNA_647231",28.7046127
"CBNA_647250",25.48205
"CBNA_647288",21.94198492
"CBNA_647289",25.88219127
"CBNA_647290",26.31359762
"CBNA_647297",24.07422063
"CBNA_647298",24.02228175
"CBNA_647547",32.98063651
"CBNA_647554",28.64592063
"CBNA_647555",25.44290397
"CBNA_647572",30.10484127
"CBNA_647575",29.40949365
"CBNA_647593",35.22833016
"CBNA_647621",35.71041032
"CBNA_647622",35.71041032
"CBNA_647631",34.10617698
"CBNA_647634",32.28690635
"CBNA_647639",32.88682698
"CBNA_647647",32.21046984
"CBNA_647669",27.1270119
"CBNA_647695",30.9387627
"CBNA_647711",31.5299119
"CBNA_647723",26.40450238
"CBNA_647726",27.50728175
"CBNA_647730",30.74845476
"CBNA_647738",29.71683016
"CBNA_647741",32.98542063
"CBNA_647743",34.90357937
"CBNA_647744",31.99253413
"CBNA_647749",33.45384683
"CBNA_647752",36.24712619
"CBNA_647898",22.10041429
"CBNA_648152",27.46387143
"CBNA_648178",26.3324
"CBNA_650394",31.78888571
"CBNA_650397",42.1190619
"CBNA_650398",40.80294762
"CBNA_650402",31.79903016
"CBNA_650403",38.27724286
"CBNA_650409",43.97578016
"CBNA_650417",34.36485556
"CBNA_650418",35.44540317
"CBNA_650437",34.9067627
"CBNA_650450",35.81039206
"CBNA_650455",26.20173333
"CBNA_650488",32.02959921
"CBNA_650492",27.50589762
"CBNA_650496",22.70941587
"CBNA_650524",29.85361825
"CBNA_651397",20.39655635
"CBNA_651413",29.53770952
"CBNA_651423",26.44466905
"CBNA_651558",29.4829373
"CBNA_651570",26.75624286
"CBNA_651575",22.13141032
"CBNA_651630",24.35976508
"CBNA_651641",26.5678619
"CBNA_651707",23.75818889
"CBNA_651715",25.39145635
"CBNA_651745",26.61467857
"CBNA_654228",23.9523627
"CBNA_654257",31.40184603
"CBNA_654258",28.18778175
"CBNA_654262",30.82126984
"CBNA_654270",30.93591825
"CBNA_654271",27.74522857
"CBNA_654273",25.02522698
"CBNA_654280",29.60036429
"CBNA_654411",25.54314206
"CBNA_654420",21.83455794
"CBNA_654429",28.95168651
"CBNA_654613",25.08166746
"CBNA_654648",29.92089683
"CBNA_654685",28.71770873
"CBNA_654737",27.41271508
"CBNA_654784",28.03323968
"CBNA_654803",24.58574921
"CBNA_654870",29.82016587
"CBNA_654951",27.01103095
"CBNA_654979",26.54101984
"CBNA_654981",31.08199444
"CBNA_654984",33.22609841
"CBNA_654985",28.91445397
"CBNA_654988",25.23607698
"CBNA_654989",24.89171508
"CBNA_654991",24.99649762
"CBNA_654993",27.08919286
"CBNA_654996",26.7238619
"CBNA_655013",20.57477143
"CBNA_655014",21.2587127
"CBNA_655017",19.24590079
"CBNA_655350",30.07522778
"CBNA_655413",21.76347222
"CBNA_655427",27.7716754
"CBNA_655432",23.72884841
"CBNA_655433",26.14247381
"CBNA_655435",25.9601373
"CBNA_655437",26.01762381
"CBNA_655440",25.51195794
"CBNA_655442",21.96019365
"CBNA_655444",23.92692302
"CBNA_655451",25.1120381
"CBNA_655463",26.82846667
"CBNA_655615",28.26539206
"CBNA_655646",30.16779286
"CBNA_655825",30.09094524
"CBNA_655890",24.46527063
"CBNA_655902",31.3338127
"CBNA_656001",27.68895
"CBNA_656015",25.97895714
"CBNA_656025",31.19182302
"CBNA_656054",32.34189762
"CBNA_656070",26.73750159
"CBNA_656142",25.96892338
"CBNA_656407",26.01388016
"CBNA_656425",23.45064048
"CBNA_656672",25.20470556
"CBNA_656674",28.60044206
"CBNA_656722",25.25160317
"CBNA_656760",20.81039286
"CBNA_656762",21.09795159
"CBNA_656775",21.55312619
"CBNA_656793",21.47652381
"CBNA_656794",24.05069762
"CBNA_656799",22.48308492
"CBNA_657017",22.96031905
"CBNA_657024",33.54714683
"CBNA_657025",34.08607381
"CBNA_657052",31.7788246
"CBNA_657062",27.00885556
"CBNA_657083",23.78856984
"CBNA_657149",22.51619048
"CBNA_657156",24.21376667
"CBNA_657173",26.26807937
"CBNA_657262",31.99391587
"CBNA_657329",18.40917302
"CBNA_657337",20.65516667
"CBNA_657344",17.07578333
"CBNA_657345",18.91164444
"CBNA_657353",19.80033651
"CBNA_657370",18.72547222
"CBNA_657442",20.60392857
"CBNA_657559",26.93492381
"CBNA_657561",25.30841111
"CBNA_657562",22.79247564
"CBNA_657596",28.77741508
"CBNA_657599",29.37924683
"CBNA_657606",25.96463095
"CBNA_657607",28.01443254
"CBNA_657692",25.12393016
"CBNA_657693",28.0261754
"CBNA_657779",22.29283651
"CBNA_657800",22.64695635
"CBNA_657807",21.10763571
"CBNA_657812",19.31501032
"CBNA_657813",20.87997222
"CBNA_657818",19.12804127
"CBNA_657826",22.29520714
"CBNA_657828",26.45016984
"CBNA_657836",19.01529286
"CBNA_657849",27.03105317
"CBNA_657902",30.00608651
"CBNA_658037",29.1911127
"CBNA_658090",24.99469683
"CBNA_658360",32.1152254
"CBNA_658493",25.25743492
"CBNA_658526",25.61264444
"CBNA_658531",30.6577619
"CBNA_658551",32.28466111
"CBNA_658553",24.29295635
"CBNA_658560",26.87727778
"CBNA_658678",30.05915635
"CBNA_658716",34.85359444
"CBNA_658765",25.06027063
"CBNA_658769",25.32015714
"CBNA_658786",30.48533651
"CBNA_658794",27.51065714
"CBNA_658801",32.87390159
"CBNA_658805",24.02879603
"CBNA_659082",27.42946984
"CBNA_659090",24.85996984
"CBNA_659116",26.75039127
"CBNA_659120",25.57305476
"CBNA_659184",32.38096905
"CBNA_659299",33.76233016
"CBNA_659311",26.8550746
"CBNA_659349",19.59221508
"CBNA_659408",17.84186508
"CBNA_659582",33.89196984
"CBNA_659797",32.96736587
"CBNA_659842",27.9906246
"CBNA_659844",26.0873627
"CBNA_659965",20.61816825
"CBNA_659976",19.60678254
"CBNA_659981",18.42659841
"CBNA_659991",20.02205952
"CBNA_660015",31.3977246
"CBNA_660101",31.44264762
"CBNA_660125",30.4604754
"CBNA_660129",19.89762937
"CBNA_660142",19.54278016
"CBNA_660154",24.72047698
"CBNA_660206",22.55236825
"CBNA_660385",22.17384762
"CBNA_660489",31.52635079
"CBNA_660495",21.53142063
"CBNA_660497",27.53545714
"CBNA_660603",20.61550952
"CBNA_660606",21.31557143
"CBNA_660617",22.32415476
"CBNA_660622",20.48809286
"CBNA_660630",21.08985317
"CBNA_660637",24.55541667
"CBNA_660654",17.89341667
"CBNA_660657",17.32474683
"CBNA_660668",17.85696746
"CBNA_660685",16.90845531
"CBNA_660809",28.01920873
"CBNA_660896",28.83838968
"CBNA_660952",28.03532063
"CBNA_660982",28.90195238
"CBNA_661015",33.53668571
"CBNA_661016",29.58169365
"CBNA_661043",22.98516587
"CBNA_661079",31.36577619
"CBNA_661858",23.87811746
"CBNA_661951",24.22214206
"CBNA_662073",22.45639206
"CBNA_662083",27.73130079
"CBNA_662088",29.7215127
"CBNA_662100",24.86995
"CBNA_662165",27.35906032
"CBNA_662226",29.8605627
"CBNA_662475",25.89495159
"CBNA_662485",25.96260079
"CBNA_662522",26.04808413
"CBNA_662524",27.44162619
"CBNA_662531",27.07575794
"CBNA_662532",25.92822381
"CBNA_662653",26.47511825
"CBNA_662662",27.56060476
"CBNA_662665",28.24392619
"CBNA_662756",23.44544444
"CBNA_662762",19.85362778
"CBNA_662777",20.02143651
"CBNA_662781",25.87385476
"CBNA_662796",33.23496032
"CBNA_662810",33.57445159
"CBNA_662813",32.3079381
"CBNA_662890",20.56210238
"CBNA_662907",32.4853
"CBNA_662915",28.28334603
"CBNA_662920",25.01880635
"CBNA_662937",20.97014206
"CBNA_662939",17.65379524
"CBNA_662941",18.47895873
"CBNA_662948",23.46981032
"CBNA_662954",35.77261984
"CBNA_662960",28.90895794
"CBNA_662983",28.68157143
"CBNA_662986",17.87901111
"CBNA_662993",21.88213413
"CBNA_662995",21.0089246
"CBNA_663049",21.45654841
"CBNA_663054",26.93284365
"CBNA_663064",26.35073333
"CBNA_663072",22.4727381
"CBNA_663077",22.79057619
"CBNA_663082",36.1173373
"CBNA_663087",34.07526984
"CBNA_663099",32.93915476
"CBNA_663105",32.00395556
"CBNA_663235",26.98479683
"CBNA_663374",29.83302619
"CBNA_663378",30.62940397
"CBNA_663403",19.22187857
"CBNA_663433",30.4964
"CBNA_663437",32.81135
"CBNA_663461",18.86601111
"CBNA_663535",23.80014444
"CBNA_663713",30.82581429
"CBNA_663714",30.03288492
"CBNA_663732",25.7651381
"CBNA_663733",27.59091984
"CBNA_663791",21.45867778
"CBNA_663803",22.87640714
"CBNA_663948",18.61061508
"CBNA_663969",22.12778333
"CBNA_664017",29.24274127
"CBNA_664046",25.26223095
"CBNA_664828",22.11838095
"CBNA_664832",20.99421905
"CBNA_664843",34.55535079
"CBNA_664849",29.56974286
"CBNA_664876",27.68019524
"CBNA_665424",25.06943413
"CBNA_665956",24.62387857
"CBNA_666181",28.48640317
"CBNA_666187",37.21789365
"CBNA_666216",26.17537222
"CBNA_666233",25.65937063
"CBNA_666235",28.18509444
"CBNA_666236",21.34360159
"CBNA_666257",31.34845476
"CBNA_666530",23.35778651
"CBNA_666531",23.69270556
"CBNA_666533",24.75997937
"CBNA_666534",23.16842778
"CBNA_666535",22.52826825
"CBNA_666542",26.24102778
"CBNA_666543",27.96792063
"CBNA_666553",29.09765873
"CBNA_666556",25.95989762
"CBNA_666567",22.73028492
"CBNA_666568",24.06225794
"CBNA_666569",22.14198254
"CBNA_666586",25.33225079
"CBNA_666591",23.48232302
"CBNA_666680",29.1686873
"CBNA_666681",29.08060952
"CBNA_666697",28.28751587
"CBNA_666706",20.01165476
"CBNA_666710",20.49910238
"CBNA_666726",22.73915079
"CBNA_666727",24.55235873
"CBNA_666739",27.85346984
"CBNA_666751",28.51702778
"CBNA_666756",26.1767754
"CBNA_666757",27.89136429
"CBNA_666763",27.74695
"CBNA_666765",27.86116905
"CBNA_666767",27.1556254
"CBNA_666804",21.71061429
"CBNA_666816",27.47196349
"CBNA_666831",25.60384524
"CBNA_666845",25.31163095
"CBNA_666855",26.40279841
"CBNA_666858",18.59152857
"CBNA_666860",19.71548413
"CBNA_666907",25.55647698
"CBNA_666934",29.48145079
"CBNA_666939",31.88799444
"CBNA_666946",27.87790079
"CBNA_666956",30.8339119
"CBNA_666957",31.83590476
"CBNA_666973",27.91241032
"CBNA_666980",28.26634127
"CBNA_666981",25.78985
"CBNA_666992",29.28495635
"CBNA_666995",30.44638413
"CBNA_667337",23.70905159
"CBNA_667363",29.07096984
"CBNA_667432",26.92851905
"CBNA_667439",26.24567381
"CBNA_667440",26.12209921
"CBNA_667443",25.93045952
"CBNA_667447",29.74607857
"CBNA_667466",21.32477857
"CBNA_667474",19.90449762
"CBNA_667658",22.03913492
"CBNA_667810",22.22116508
"CBNA_667821",22.27200159
"CBNA_667831",27.74669365
"CBNA_667834",21.63825238
"CBNA_667839",23.00131111
"CBNA_667857",23.17582222
"CBNA_667882",26.22075317
"CBNA_667884",29.47529762
"CBNA_668540",18.50171508
"CBNA_668830",20.50629048
"CBNA_668838",17.42716984
