,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,-1.1179885683170236,160.01424691485457,0.250635341955358,1.842343437436298e-17,0.2135283244246715,5.522174776661047e-13,,,,richness,3,extrapolation,False,mlp1,bce,msle
1,LNC_cwm,-0.05656175514961337,3.532017814704006,0.3460734524033784,8.901397759379644e-33,0.32763176880897693,2.325047276821871e-29,,,LNC,cwm,3,extrapolation,False,mlp1,bce,msle
2,SLA_cwm,0.5508519398632151,4.580710302732891,0.7699322284292803,9.160349871959629e-220,0.7790482936664249,2.5812565806151044e-228,,,SLA,cwm,3,extrapolation,False,mlp1,bce,msle
3,PLH_cwm,0.6435843405634857,31.19489869248752,0.8440272335072003,5.516594053857429e-304,0.8199002021337268,2.4513206726236653e-272,,,PLH,cwm,3,extrapolation,False,mlp1,bce,msle
4,LNC_fdis,-0.5717432754611111,2.5152601861926382,0.17994549723669884,1.3883070197189601e-09,0.1812161545519662,1.058574983311395e-09,,,LNC,fdis,3,extrapolation,False,mlp1,bce,msle
5,SLA_fdis,-0.28427464776040856,1.9540708073834971,0.2528316388588398,9.458922415489875e-18,0.23554562949575683,1.5118883003392e-15,,,SLA,fdis,3,extrapolation,False,mlp1,bce,msle
6,PLH_fdis,0.1667887335859407,21.73575647658379,0.6429121231467237,2.7965112771403173e-131,0.6520912027141005,3.050034070477222e-136,,,PLH,fdis,3,extrapolation,False,mlp1,bce,msle
7,average,-0.09562046181078789,32.2181373135627,,,,,,,,,3,extrapolation,False,mlp1,bce,msle
8,weighted,-0.09572620207027767,,,,,,,,,,3,extrapolation,False,mlp1,bce,msle
9,richness,-506.7903741008605,38363.61324977619,0.20903303502024767,1.7077233504814244e-12,0.17681837094756445,2.6835962560179327e-09,0.08961006677467191,opth,,richness,3,extrapolation,False,mlp1,bce,msle
10,LNC_cwm,-0.0025461286135117778,3.3514470584107374,0.37059888762875653,1.0877050286023776e-37,0.3555434213362274,1.268736463828559e-34,0.08961006677467191,opth,LNC,cwm,3,extrapolation,False,mlp1,bce,msle
11,SLA_cwm,0.5451421799804921,4.6389422272188945,0.7612249756284353,5.847792657019782e-212,0.7742246630895193,9.683407184253567e-224,0.08961006677467191,opth,SLA,cwm,3,extrapolation,False,mlp1,bce,msle
12,PLH_cwm,0.46714411433016856,46.63764043770059,0.8470565511436844,2.448005244265538e-308,0.8230707499842093,3.227339896437374e-276,0.08961006677467191,opth,PLH,cwm,3,extrapolation,False,mlp1,bce,msle
