,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.05833540892953981,107.0102534511456,0.4535124467547291,1.0465990601139355e-57,0.4298779370559453,2.0843449221919637e-51,raw,,,richness,3,False,mlp1,bce,msle
1,LNC_cm,-0.058725858899478345,3.1549345401597213,0.403370131866883,6.506206055999377e-45,0.39921984895885687,6.000851313446961e-44,raw,,LNC,cm,3,False,mlp1,bce,msle
2,SLA_cm,0.5997506655909053,3.952561582341929,0.7981841317328099,1.9002519936947094e-247,0.7994137945760628,9.22769300291e-249,raw,,SLA,cm,3,False,mlp1,bce,msle
3,PLH_cm,0.6813891984097883,29.79442121106936,0.8437479558581682,2.5627925633597156e-303,0.8371623301341412,3.4124582678748235e-294,raw,,PLH,cm,3,False,mlp1,bce,msle
4,LNC_cstd,-0.3928733097362904,2.215278757082395,0.29424594616761923,9.97642787048837e-24,0.29479655250057624,8.17092193891841e-24,raw,,LNC,cstd,3,False,mlp1,bce,msle
5,SLA_cstd,-0.10082548061524865,1.5961717232253112,0.40884594293681364,3.3049953220089596e-46,0.39376376113770645,1.0616228816134104e-42,raw,,SLA,cstd,3,False,mlp1,bce,msle
6,PLH_cstd,0.3351522492308975,18.41981452231389,0.6470965703141173,2.107342030998215e-133,0.6738269984534327,1.4018879735359097e-148,raw,,PLH,cstd,3,False,mlp1,bce,msle
7,average,0.143647436435862,23.734776541048316,,,,,raw,,,,3,False,mlp1,bce,msle
8,weighted,0.3025814551375097,,,,,,raw,,,,3,False,mlp1,bce,msle
9,richness,-700.3108469797728,70910.83870967742,0.23420322211756556,2.2696529798375e-15,0.24605614030961484,7.478251035820338e-17,opth,0.07527708725329964,,richness,3,False,mlp1,bce,msle
10,LNC_cm,-0.021250731139577983,3.0432610847767507,0.3886158630259207,1.5203771937185752e-41,0.37982918096577306,1.2824748473776464e-39,opth,0.07527708725329964,LNC,cm,3,False,mlp1,bce,msle
11,SLA_cm,0.5478310611323014,4.465280571010417,0.7858784773159495,8.752137790150529e-235,0.7903851038521662,2.533010148483347e-239,opth,0.07527708725329964,SLA,cm,3,False,mlp1,bce,msle
12,PLH_cm,0.5342990416610293,43.54934120845021,0.8442951110668756,4.2819638099046425e-304,0.835204139175652,1.471388099656713e-291,opth,0.07527708725329964,PLH,cm,3,False,mlp1,bce,msle
13,LNC_cstd,-0.3141502812385002,2.0900746545230864,0.2640088804652796,2.9824797551593264e-19,0.2790426432618362,2.0836755761786197e-21,opth,0.07527708725329964,LNC,cstd,3,False,mlp1,bce,msle
14,SLA_cstd,-0.5711133778442701,2.278078398307462,0.3627848362661811,4.7816837629958824e-36,0.35973085174136543,1.9819430396713715e-35,opth,0.07527708725329964,SLA,cstd,3,False,mlp1,bce,msle
15,PLH_cstd,-0.045299963699499735,28.960361871199442,0.6256118460002809,2.8726946235747215e-122,0.6514269050069361,9.318599754396201e-136,opth,0.07527708725329964,PLH,cstd,3,False,mlp1,bce,msle
16,average,-100.02579017584306,10142.17501535224,,,,,opth,0.07527708725329964,,,3,False,mlp1,bce,msle
17,weighted,-297.01590626794444,,,,,,opth,0.07527708725329964,,,3,False,mlp1,bce,msle
