,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.12484332783399754,109.85404819645417,0.5033453903011481,9.987798188600425e-73,0.49116886148588834,7.978771272715995e-69,raw,,,richness,1,False,mlp1,bce,msle
1,LNC_cm,0.005690095714002585,3.197831929142971,0.4455301084829094,1.5962904962952445e-55,0.4404956008886834,3.552694544289771e-54,raw,,LNC,cm,1,False,mlp1,bce,msle
2,SLA_cm,0.6499564409947944,3.6102323263171825,0.8275030678940793,1.5945841387632657e-281,0.8296260205532091,3.067455365282073e-284,raw,,SLA,cm,1,False,mlp1,bce,msle
3,PLH_cm,0.7175797517672493,27.248824716258774,0.8669047194731012,0.0,0.8675723807789745,0.0,raw,,PLH,cm,1,False,mlp1,bce,msle
4,LNC_cstd,-0.29221690198689654,2.1566891780430044,0.3303880832861039,7.865065067020895e-30,0.33701900685956077,4.81385399458485e-31,raw,,LNC,cstd,1,False,mlp1,bce,msle
5,SLA_cstd,-0.12497789771692425,1.5406000578259005,0.4022196468856231,1.2082974741260999e-44,0.39209174620033177,2.5332693458474965e-42,raw,,SLA,cstd,1,False,mlp1,bce,msle
6,PLH_cstd,0.3434570732797593,19.016029286630896,0.6811671781528491,4.949648887135484e-153,0.7168368822019094,1.1249114445842046e-176,raw,,PLH,cstd,1,False,mlp1,bce,msle
7,average,0.16780646203114105,23.803465098667555,,,,,raw,,,,1,False,mlp1,bce,msle
8,weighted,0.3047966612957941,,,,,,raw,,,,1,False,mlp1,bce,msle
9,richness,-153.79473318486677,15117.508064516129,0.37585211874766866,9.133876794443077e-39,0.36847888822673264,3.2375244183881813e-37,opth,0.13547241518955797,,richness,1,False,mlp1,bce,msle
10,LNC_cm,0.029714590527162077,3.1205659819127467,0.4292107001784552,3.0879671813421395e-51,0.428084512828794,5.983082827330825e-51,opth,0.13547241518955797,LNC,cm,1,False,mlp1,bce,msle
11,SLA_cm,0.6400626767676416,3.712273305283736,0.8202487589834709,1.6193341296510715e-272,0.823654069956012,1.0788766196432138e-276,opth,0.13547241518955797,SLA,cm,1,False,mlp1,bce,msle
12,PLH_cm,0.5932385940439111,39.24566429494103,0.8648611248149128,0.0,0.8648918299836781,0.0,opth,0.13547241518955797,PLH,cm,1,False,mlp1,bce,msle
13,LNC_cstd,-0.30564937652644764,2.1791077615093286,0.33447286438149176,1.4186147747692295e-30,0.3333775644086094,2.2512553414265784e-30,opth,0.13547241518955797,LNC,cstd,1,False,mlp1,bce,msle
14,SLA_cstd,-0.43275363613611484,1.9620832899572096,0.3537063123334292,3.130835191305278e-34,0.35262771286992073,5.099452133427039e-34,opth,0.13547241518955797,SLA,cstd,1,False,mlp1,bce,msle
15,PLH_cstd,0.1132773991900341,25.682925304448318,0.6723747959340574,1.0287258573858078e-147,0.7158943325065179,5.28098810343091e-176,opth,0.13547241518955797,PLH,cstd,1,False,mlp1,bce,msle
16,average,-21.87954899100008,2170.4872406363115,,,,,opth,0.13547241518955797,,,1,False,mlp1,bce,msle
17,weighted,-62.39118989821816,,,,,,opth,0.13547241518955797,,,1,False,mlp1,bce,msle
