,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.8452526738913557,15.288920806942317,0.9621875662490057,0.0,0.9629076278775752,0.0,raw,,,richness,4,False,mlp1,bce,msle
1,LNC_cm,0.931166600298237,0.22710376669451454,0.9669534797307254,0.0,0.96963388122403,0.0,raw,,LNC,cm,4,False,mlp1,bce,msle
2,SLA_cm,0.9694930251958365,0.30383911476449943,0.9849014902168478,0.0,0.9879251684014474,0.0,raw,,SLA,cm,4,False,mlp1,bce,msle
3,PLH_cm,0.9848025109877854,1.3481829885430598,0.9924259323284933,0.0,0.9926181886756203,0.0,raw,,PLH,cm,4,False,mlp1,bce,msle
4,LNC_cstd,0.9683178356541859,0.04926016825597376,0.9849145511561294,0.0,0.9857098995649337,0.0,raw,,LNC,cstd,4,False,mlp1,bce,msle
5,SLA_cstd,0.9666128549121628,0.04558145379771469,0.9843061507073043,0.0,0.9842381150118578,0.0,raw,,SLA,cstd,4,False,mlp1,bce,msle
6,PLH_cstd,0.9757248759529444,0.7137778154002122,0.9887157012899943,0.0,0.9911826717541364,0.0,raw,,PLH,cstd,4,False,mlp1,bce,msle
7,average,0.9487671966989296,2.568095159199756,,,,,raw,,,,4,False,mlp1,bce,msle
8,weighted,0.9228776704553074,,,,,,raw,,,,4,False,mlp1,bce,msle
9,richness,-115.31441322508766,11491.777578475336,0.8321314727174465,3.083203195713505e-287,0.8363745677393309,7.218508457970676e-293,opth,0.17832998100346406,,richness,4,False,mlp1,bce,msle
10,LNC_cm,0.8362715372484408,0.5401934346855922,0.922138415623416,0.0,0.9180708575421973,0.0,opth,0.17832998100346406,LNC,cm,4,False,mlp1,bce,msle
11,SLA_cm,0.9314697606349088,0.6825379244239844,0.9754363113350439,0.0,0.9783686236707797,0.0,opth,0.17832998100346406,SLA,cm,4,False,mlp1,bce,msle
12,PLH_cm,0.9323784394071641,5.998769768921852,0.9835119983936917,0.0,0.9845634545823293,0.0,opth,0.17832998100346406,PLH,cm,4,False,mlp1,bce,msle
13,LNC_cstd,0.785723538070356,0.3331620419847873,0.9250232771573915,0.0,0.9244131742251833,0.0,opth,0.17832998100346406,LNC,cstd,4,False,mlp1,bce,msle
14,SLA_cstd,0.8264212168038241,0.23697663474084574,0.9343085578317636,0.0,0.932969997946955,0.0,opth,0.17832998100346406,SLA,cstd,4,False,mlp1,bce,msle
15,PLH_cstd,0.889019152317881,3.263244581418116,0.9649527405994442,0.0,0.9708648381420487,0.0,opth,0.17832998100346406,PLH,cstd,4,False,mlp1,bce,msle
16,average,-15.730447082943584,1643.2617804087872,,,,,opth,0.17832998100346406,,,4,False,mlp1,bce,msle
17,weighted,-48.34870738838815,,,,,,opth,0.17832998100346406,,,4,False,mlp1,bce,msle
