,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,0.03428934066821565,94.31289023898583,0.5076260188215622,3.887395921264935e-74,0.49628596564865907,1.910448499872825e-70,raw,,,richness,1,False,mlp1,bce,msle
1,LNC_cm,-0.017101577646407184,3.271132959813939,0.44950147436664767,1.330825141657647e-56,0.4451380377985022,2.0363932151270275e-55,raw,,LNC,cm,1,False,mlp1,bce,msle
2,SLA_cm,0.658195526532944,3.525257150560049,0.8276646107494514,9.937984338630583e-282,0.8294514114803206,5.147196672604239e-284,raw,,SLA,cm,1,False,mlp1,bce,msle
3,PLH_cm,0.7241297222251557,26.61686224890384,0.8664132185844701,0.0,0.8678149271949149,0.0,raw,,PLH,cm,1,False,mlp1,bce,msle
4,LNC_cstd,-0.3095940356194369,2.185691333945069,0.3286325772930607,1.6290223752649695e-29,0.3362035644882366,6.81234557985638e-31,raw,,LNC,cstd,1,False,mlp1,bce,msle
5,SLA_cstd,-0.11215632037657364,1.5230415592704616,0.4046405402095382,3.2751255305409176e-45,0.3939148351747377,9.8114931438356e-43,raw,,SLA,cstd,1,False,mlp1,bce,msle
6,PLH_cstd,0.37653345619373424,18.058008964441086,0.6797663568222472,3.5835094184189744e-152,0.7137902605865909,1.6296463365831397e-174,raw,,PLH,cstd,1,False,mlp1,bce,msle
7,average,0.1934708731396617,21.356126350845756,,,,,raw,,,,1,False,mlp1,bce,msle
8,weighted,0.3762735686020807,,,,,,raw,,,,1,False,mlp1,bce,msle
9,richness,-133.02718742765273,13089.315412186379,0.3916425616383865,3.197293805271764e-42,0.3748035665269896,1.525720674605608e-38,opth,0.14223050193560322,,richness,1,False,mlp1,bce,msle
10,LNC_cm,0.013375638150027847,3.1731142099602847,0.4354615728051264,7.505717818227283e-53,0.4337766028409474,2.0600175236754777e-52,opth,0.14223050193560322,LNC,cm,1,False,mlp1,bce,msle
11,SLA_cm,0.6418479863164506,3.693860219026956,0.8240055951476193,3.951174936121581e-277,0.8269202295974841,8.745008781644862e-281,opth,0.14223050193560322,SLA,cm,1,False,mlp1,bce,msle
12,PLH_cm,0.6212144031413074,36.546467182975356,0.8637063567899677,0.0,0.8639290259984401,0.0,opth,0.14223050193560322,PLH,cm,1,False,mlp1,bce,msle
13,LNC_cstd,-0.3288774284178939,2.2178750056649164,0.3379676018289886,3.2099177963297943e-31,0.33098966047425715,6.1215590008345306e-30,opth,0.14223050193560322,LNC,cstd,1,False,mlp1,bce,msle
14,SLA_cstd,-0.4088281941168439,1.9293186130393754,0.36415824940411845,2.5100613762472013e-36,0.3560934886390723,1.0564026170131206e-34,opth,0.14223050193560322,SLA,cstd,1,False,mlp1,bce,msle
15,PLH_cstd,0.19006013905738317,23.45899938795233,0.6776539921142928,6.945245827814476e-151,0.7181910576023932,1.2061532619949798e-177,opth,0.14223050193560322,PLH,cstd,1,False,mlp1,bce,msle
16,average,-18.89977069764604,1880.0478638292857,,,,,opth,0.14223050193560322,,,1,False,mlp1,bce,msle
17,weighted,-53.90862554842877,,,,,,opth,0.14223050193560322,,,1,False,mlp1,bce,msle
