,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.02182939953567309,98.53773445321802,0.45756002482656943,7.768128334982655e-59,0.47176838867701715,6.354644651531467e-63,raw,,,richness,2,False,mlp1,bce,msle
1,LNC_cm,0.07252852350059369,2.86124452512974,0.43843640148627483,1.2450527966287e-53,0.42170909727852607,2.4138617854128316e-49,raw,,LNC,cm,2,False,mlp1,bce,msle
2,SLA_cm,0.6287441031142569,3.816198836295641,0.8060219603982981,5.555826720043862e-256,0.8100086376000109,1.788898006110326e-260,raw,,SLA,cm,2,False,mlp1,bce,msle
3,PLH_cm,0.6948845015890506,28.663679319546734,0.8464733221976484,3.221887691532446e-307,0.8324716986225869,6.1198404431783944e-288,raw,,PLH,cm,2,False,mlp1,bce,msle
4,LNC_cstd,-0.182448938635694,1.9673639069872575,0.33555229544072973,8.982843784603862e-31,0.33242249174855687,3.362369189658987e-30,raw,,LNC,cstd,2,False,mlp1,bce,msle
5,SLA_cstd,-0.13095149360155567,1.6476830809013754,0.38100681804276676,7.13354419886479e-40,0.3701280284383357,1.4693080598196117e-37,raw,,SLA,cstd,2,False,mlp1,bce,msle
6,PLH_cstd,0.34100587190982634,19.449848922717152,0.6610331155455638,4.036315994581316e-141,0.6737834063369839,1.4885678740980729e-148,raw,,PLH,cstd,2,False,mlp1,bce,msle
7,average,0.20027616690582925,22.42053614925656,,,,,raw,,,,2,False,mlp1,bce,msle
8,weighted,0.33604102294035193,,,,,,raw,,,,2,False,mlp1,bce,msle
9,richness,-808.9392683478283,78104.60394265233,0.2945515103383315,8.930613345388631e-24,0.3298928032923579,9.663359647328206e-30,opth,0.07425627599603066,,richness,2,False,mlp1,bce,msle
10,LNC_cm,-0.048284831877721146,3.2339530777889096,0.43343895857529147,2.5202198903308808e-52,0.4088128678250528,3.365584778988174e-46,opth,0.07425627599603066,LNC,cm,2,False,mlp1,bce,msle
11,SLA_cm,0.5466769696489957,4.659780047679427,0.7879547397852221,7.32751351364213e-237,0.8013922027181967,6.79337711724248e-251,opth,0.07425627599603066,SLA,cm,2,False,mlp1,bce,msle
12,PLH_cm,0.4497750033958976,51.69017286370894,0.8454478356747539,9.653211603686715e-306,0.830839415224974,8.270690323348746e-286,opth,0.07425627599603066,PLH,cm,2,False,mlp1,bce,msle
13,LNC_cstd,-0.47109043958041097,2.4476069453652722,0.28777493944255234,1.0088126932953865e-22,0.29914869474698086,1.660520622054522e-24,opth,0.07425627599603066,LNC,cstd,2,False,mlp1,bce,msle
14,SLA_cstd,-1.271443546562773,3.309265801467392,0.3510089880129025,1.0566711747670748e-33,0.3450996786915018,1.4569701466830745e-32,opth,0.07425627599603066,SLA,cstd,2,False,mlp1,bce,msle
15,PLH_cstd,-0.18205493859262756,34.88770080639073,0.637127328743377,3.987118744506621e-128,0.6428653058713364,3.86783097549886e-131,opth,0.07425627599603066,PLH,cstd,2,False,mlp1,bce,msle
16,average,-115.70224144734242,11172.118917456388,,,,,opth,0.07425627599603066,,,2,False,mlp1,bce,msle
17,weighted,-329.84974412037224,,,,,,opth,0.07425627599603066,,,2,False,mlp1,bce,msle
