,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,jaccard,postprocess,trait,indice,fold,eval_mode,prr,archi,species_loss,func_loss
0,richness,-0.4890926881204225,121.63540094730273,0.24744315866735211,4.648273160557133e-17,0.24002411835017093,4.0919097299852767e-16,,,,richness,4,extrapolation,False,mlp1,bce,msle
1,LNC_cwm,-0.06971009247175908,2.7739943104981837,0.3662926461964099,7.925622174734054e-37,0.3246453619437372,7.477337714918168e-29,,,LNC,cwm,4,extrapolation,False,mlp1,bce,msle
2,SLA_cwm,0.39431740756570377,4.511897618955864,0.6839373562074793,5.079854113026675e-155,0.6137354357019986,1.100496537853091e-116,,,SLA,cwm,4,extrapolation,False,mlp1,bce,msle
3,PLH_cwm,0.49608808010132344,35.914894090225275,0.7302854457373713,6.738004125286433e-187,0.574939823376682,2.323971304872645e-99,,,PLH,cwm,4,extrapolation,False,mlp1,bce,msle
4,LNC_fdis,-0.34919625231916984,1.8733743585328133,0.14152297842610448,2.027434081193153e-06,0.12637315669126642,2.2577066098565366e-05,,,LNC,fdis,4,extrapolation,False,mlp1,bce,msle
5,SLA_fdis,-0.44228646035928243,1.9218845680749015,0.22144148011753154,6.934103323134983e-14,0.2187199580328778,1.4166150512515933e-13,,,SLA,fdis,4,extrapolation,False,mlp1,bce,msle
6,PLH_fdis,0.0899864456487729,27.447812393797463,0.4859770704192858,2.518457263309108e-67,0.3859096043256624,5.140859127410001e-41,,,PLH,fdis,4,extrapolation,False,mlp1,bce,msle
7,average,-0.052841937136404823,28.01132261248389,,,,,,,,,4,extrapolation,False,mlp1,bce,msle
8,weighted,-0.0010074279645772683,,,,,,,,,,4,extrapolation,False,mlp1,bce,msle
9,richness,-244.80320944881274,20078.24776386404,0.18232266942923356,8.202678347186301e-10,0.17967126059611493,1.4470384618970355e-09,0.11455492751733404,opth,,richness,4,extrapolation,False,mlp1,bce,msle
10,LNC_cwm,-0.0990446808236709,2.8500653710235464,0.35232039880611155,5.12616194923319e-34,0.30766975218127557,6.124058328893298e-26,0.11455492751733404,opth,LNC,cwm,4,extrapolation,False,mlp1,bce,msle
11,SLA_cwm,0.322389387698626,5.047709388401232,0.6549214326167847,6.270764577655734e-138,0.5654011217187701,1.902734087457315e-95,0.11455492751733404,opth,SLA,cwm,4,extrapolation,False,mlp1,bce,msle
