,index,r2,mse,pearson,pearson_pv,spearman,spearman_pv,postprocess,jaccard,trait,indice,fold,prr,archi,species_loss,func_loss
0,richness,-0.07686850665548906,106.39380809841539,0.4601755763749877,1.6002697162850606e-59,0.45455689346664674,6.0289055798610475e-58,raw,,,richness,4,False,mlp1,bce,msle
1,LNC_cm,-0.05244838843594257,3.4723694354915353,0.38464106852853075,1.2459363598403997e-40,0.36376680536326805,3.240506138069623e-36,raw,,LNC,cm,4,False,mlp1,bce,msle
2,SLA_cm,0.6019423191544522,3.9645193976039392,0.7932749761072502,4.4634235307765876e-242,0.8046160656885191,3.3930605586674752e-254,raw,,SLA,cm,4,False,mlp1,bce,msle
3,PLH_cm,0.6856163479993227,27.889257966411293,0.8484919516563312,7.0184202485173e-310,0.8374569404387693,2.490310713851754e-294,raw,,PLH,cm,4,False,mlp1,bce,msle
4,LNC_cstd,-0.2988093149835924,2.019419023592403,0.3063354982924453,1.182635617627799e-25,0.2727070378687095,1.823188569965699e-20,raw,,LNC,cstd,4,False,mlp1,bce,msle
5,SLA_cstd,-0.21123243472243347,1.6536225279623167,0.361527156807952,9.232163773247688e-36,0.34430274011239903,2.2022003052531368e-32,raw,,SLA,cstd,4,False,mlp1,bce,msle
6,PLH_cstd,0.38890281239086844,17.96850202385544,0.6593007257158686,5.151143976416856e-140,0.669174442729546,1.0756233090510757e-145,raw,,PLH,cstd,4,False,mlp1,bce,msle
7,average,0.14815754782102655,23.33735692476176,,,,,raw,,,,4,False,mlp1,bce,msle
8,weighted,0.2991570717284338,,,,,,raw,,,,4,False,mlp1,bce,msle
9,richness,-581.1586702731353,57516.84394618834,0.26431771587917563,2.802646008179855e-19,0.27781918305785347,3.2884218632762094e-21,opth,0.08155837002355866,,richness,4,False,mlp1,bce,msle
10,LNC_cm,0.052357071639903996,3.126582145360539,0.39125147483470435,4.255504291216754e-42,0.37109846784190487,9.923107564174314e-38,opth,0.08155837002355866,LNC,cm,4,False,mlp1,bce,msle
11,SLA_cm,0.576263056418965,4.220276138724352,0.7848877169881218,1.3589404073362996e-233,0.80108314218144,2.4545864722412166e-250,opth,0.08155837002355866,SLA,cm,4,False,mlp1,bce,msle
12,PLH_cm,0.5253269198930248,42.10867803261578,0.8423363029519908,4.6606114519882266e-301,0.8283859465936729,2.13607763500712e-282,opth,0.08155837002355866,PLH,cm,4,False,mlp1,bce,msle
13,LNC_cstd,-0.42616737544390326,2.2174383072042025,0.2697835591431502,4.7769265738395654e-20,0.24701716640831733,5.807246696072381e-17,opth,0.08155837002355866,LNC,cstd,4,False,mlp1,bce,msle
14,SLA_cstd,-0.5911340873212014,2.1722793217686998,0.3498393151441706,1.9053394246486028e-33,0.3359933008547078,7.912472486351395e-31,opth,0.08155837002355866,SLA,cstd,4,False,mlp1,bce,msle
15,PLH_cstd,-0.09176063854262684,32.10177307470521,0.622140356207272,1.917484717434178e-120,0.6385338951779103,9.591829448084591e-129,opth,0.08155837002355866,PLH,cstd,4,False,mlp1,bce,msle
16,average,-83.01625504664159,8228.970139029818,,,,,opth,0.08155837002355866,,,4,False,mlp1,bce,msle
17,weighted,-246.12376587846222,,,,,,opth,0.08155837002355866,,,4,False,mlp1,bce,msle
